case_id	cohort	tumor	TN
PDCJHU_C3N.01998_N	PDCJHU	0	Normal
PDCJHU_C3L.01971_N	PDCJHU	0	Normal
PDCJHU_C3N.00249_N	PDCJHU	0	Normal
PDCJHU_C3N.00198_N	PDCJHU	0	Normal
PDCJHU_C3L.03394_N	PDCJHU	0	Normal
PDCJHU_C3L.01637_N	PDCJHU	0	Normal
PDCJHU_C3N.03173_N	PDCJHU	0	Normal
PDCJHU_C3L.01598_N	PDCJHU	0	Normal
PDCJHU_C3L.02809_N	PDCJHU	0	Normal
PDCJHU_C3L.01453_N	PDCJHU	0	Normal
PDCJHU_C3L.02606_N	PDCJHU	0	Normal
PDCJHU_C3N.01997_N	PDCJHU	0	Normal
PDCJHU_C3N.02589_N	PDCJHU	0	Normal
PDCJHU_C3L.04479_N	PDCJHU	0	Normal
PDCJHU_C3L.03743_N	PDCJHU	0	Normal
PDCJHU_C3L.01051_N	PDCJHU	0	Normal
PDCJHU_C3N.03211_N	PDCJHU	0	Normal
PDCJHU_C3L.02463_N	PDCJHU	0	Normal
PDCJHU_C3L.02115_N	PDCJHU	0	Normal
PDCJHU_C3L.04473_N	PDCJHU	0	Normal
PDCJHU_C3N.00436_N	PDCJHU	0	Normal
PDCJHU_C3L.04475_N	PDCJHU	0	Normal
PDCJHU_C3N.00513_N	PDCJHU	0	Normal
PDCJHU_C3L.00277_N	PDCJHU	0	Normal
PDCJHU_C3L.00881_N	PDCJHU	0	Normal
PDCJHU_C3L.04848_N	PDCJHU	0	Normal
PDCJHU_C3L.01037_N	PDCJHU	0	Normal
PDCJHU_C3L.01036_N	PDCJHU	0	Normal
PDCJHU_C3L.03395_N	PDCJHU	0	Normal
PDCJHU_C3N.03780_N	PDCJHU	0	Normal
PDCJHU_C3N.00957_N	PDCJHU	0	Normal
PDCJHU_C3N.04282_N	PDCJHU	0	Normal
PDCJHU_C3L.00819_N	PDCJHU	0	Normal
PDCJHU_C3N.03440_N	PDCJHU	0	Normal
PDCJHU_C3N.03061_N	PDCJHU	0	Normal
PDCJHU_C3L.00189_N	PDCJHU	0	Normal
PDCJHU_C3L.01124_N	PDCJHU	0	Normal
PDCJHU_C3L.03632_N	PDCJHU	0	Normal
PDCJHU_C3N.02010_N	PDCJHU	0	Normal
PDCJHU_C3L.04072_N	PDCJHU	0	Normal
PDCJHU_C3N.00518_N	PDCJHU	0	Normal
PDCJHU_C3L.00102_N	PDCJHU	0	Normal
PDCJHU_C3L.00928_N	PDCJHU	0	Normal
PDCJHU_C3N.03840_N	PDCJHU	0	Normal
PDCJHU_C3N.00517_N	PDCJHU	0	Normal
PDCJHU_C3N.02585_N	PDCJHU	0	Normal
PDCJHU_C3N.03426_N	PDCJHU	0	Normal
PDCJHU_C3N.02944_N	PDCJHU	0	Normal
PDCJHU_C3N.02592_N	PDCJHU	0	Normal
PDCJHU_C3N.04119_N	PDCJHU	0	Normal
PDCJHU_C3L.04853_N	PDCJHU	0	Normal
PDCJHU_C3L.03639_N	PDCJHU	0	Normal
PDCJHU_C3N.00514_N	PDCJHU	0	Normal
PDCJHU_C3L.00640_N	PDCJHU	0	Normal
PDCJHU_C3L.01052_N	PDCJHU	0	Normal
PDCJHU_C3N.02573_N	PDCJHU	0	Normal
PDCJHU_C3N.02295_N	PDCJHU	0	Normal
PDCJHU_C3N.00709_N	PDCJHU	0	Normal
PDCJHU_C3L.01031_N	PDCJHU	0	Normal
PDCJHU_C3L.01053_N	PDCJHU	0	Normal
PDCJHU_C3L.00401_N	PDCJHU	0	Normal
PDCJHU_C3N.03839_N	PDCJHU	0	Normal
PDCJHU_C3L.03350_N	PDCJHU	0	Normal
PDCJHU_C3N.01011_N	PDCJHU	0	Normal
PDCJHU_C3N.03069_N	PDCJHU	0	Normal
PDCJHU_C3N.00512_N	PDCJHU	0	Normal
PDCJHU_C3L.02899_N	PDCJHU	0	Normal
PDCJHU_C3L.03513_N	PDCJHU	0	Normal
PDCJHU_C3L.03514_N	PDCJHU	0	Normal
PDCJHU_C3L.03515_N	PDCJHU	0	Normal
PDCJHU_C3L.07032_N	PDCJHU	0	Normal
PDCJHU_C3L.07033_N	PDCJHU	0	Normal
PDCJHU_C3L.07034_N	PDCJHU	0	Normal
PDCJHU_C3L.07035_N	PDCJHU	0	Normal
PDCJHU_C3L.07036_N	PDCJHU	0	Normal
HCC_P111	HCC	0	Normal
HCC_P114	HCC	0	Normal
HCC_P124	HCC	0	Normal
HCC_P126	HCC	0	Normal
HCC_P128	HCC	0	Normal
HCC_P132	HCC	0	Normal
HCC_P136	HCC	0	Normal
HCC_P138	HCC	0	Normal
HCC_P142	HCC	0	Normal
HCC_P146	HCC	0	Normal
HCC_P148	HCC	0	Normal
HCC_P162	HCC	0	Normal
HCC_P172	HCC	0	Normal
HCC_P186	HCC	0	Normal
HCC_P188	HCC	0	Normal
HCC_P192	HCC	0	Normal
HCC_P196	HCC	0	Normal
HCC_P212	HCC	0	Normal
HCC_P218	HCC	0	Normal
HCC_P222	HCC	0	Normal
HCC_P224	HCC	0	Normal
HCC_P228	HCC	0	Normal
HCC_P232	HCC	0	Normal
HCC_P258	HCC	0	Normal
HCC_P262	HCC	0	Normal
HCC_P268	HCC	0	Normal
HCC_P272	HCC	0	Normal
HCC_P278	HCC	0	Normal
HCC_P284	HCC	0	Normal
HCC_P286	HCC	0	Normal
HCC_P298	HCC	0	Normal
HCC_P312	HCC	0	Normal
HCC_P314	HCC	0	Normal
HCC_P328	HCC	0	Normal
HCC_P332	HCC	0	Normal
HCC_P342	HCC	0	Normal
HCC_P344	HCC	0	Normal
HCC_P354	HCC	0	Normal
HCC_P356	HCC	0	Normal
HCC_P358	HCC	0	Normal
HCC_P362	HCC	0	Normal
HCC_P364	HCC	0	Normal
HCC_P366	HCC	0	Normal
HCC_P368	HCC	0	Normal
HCC_P376	HCC	0	Normal
HCC_P384	HCC	0	Normal
HCC_P386	HCC	0	Normal
HCC_P388	HCC	0	Normal
HCC_P392	HCC	0	Normal
HCC_P394	HCC	0	Normal
HCC_P396	HCC	0	Normal
HCC_P412	HCC	0	Normal
HCC_P414	HCC	0	Normal
HCC_P416	HCC	0	Normal
HCC_P422	HCC	0	Normal
HCC_P424	HCC	0	Normal
HCC_P426	HCC	0	Normal
HCC_P428	HCC	0	Normal
HCC_P432	HCC	0	Normal
HCC_P434	HCC	0	Normal
HCC_P436	HCC	0	Normal
HCC_P444	HCC	0	Normal
HCC_P446	HCC	0	Normal
HCC_P452	HCC	0	Normal
HCC_P456	HCC	0	Normal
HCC_P462	HCC	0	Normal
HCC_P464	HCC	0	Normal
HCC_P466	HCC	0	Normal
HCC_P468	HCC	0	Normal
HCC_P472	HCC	0	Normal
HCC_P474	HCC	0	Normal
HCC_P478	HCC	0	Normal
HCC_P482	HCC	0	Normal
HCC_P484	HCC	0	Normal
HCC_P488	HCC	0	Normal
HCC_P492	HCC	0	Normal
HCC_P494	HCC	0	Normal
HCC_P498	HCC	0	Normal
HCC_P514	HCC	0	Normal
HCC_P516	HCC	0	Normal
HCC_P518	HCC	0	Normal
HCC_P524	HCC	0	Normal
HCC_P526	HCC	0	Normal
HCC_P528	HCC	0	Normal
HCC_P534	HCC	0	Normal
HCC_P538	HCC	0	Normal
HCC_P546	HCC	0	Normal
HCC_P554	HCC	0	Normal
HCC_P558	HCC	0	Normal
HCC_P564	HCC	0	Normal
HCC_P568	HCC	0	Normal
HCC_P572	HCC	0	Normal
HCC_P574	HCC	0	Normal
HCC_P616	HCC	0	Normal
HCC_P618	HCC	0	Normal
HCC_P628	HCC	0	Normal
HCC_P636	HCC	0	Normal
HCC_P642	HCC	0	Normal
HCC_P648	HCC	0	Normal
HCC_P662	HCC	0	Normal
HCC_P664	HCC	0	Normal
HCC_P666	HCC	0	Normal
HCC_P672	HCC	0	Normal
HCC_P686	HCC	0	Normal
HCC_P696	HCC	0	Normal
HCC_P714	HCC	0	Normal
HCC_P716	HCC	0	Normal
HCC_P722	HCC	0	Normal
HCC_P724	HCC	0	Normal
HCC_P728	HCC	0	Normal
HCC_P738	HCC	0	Normal
HCC_P742	HCC	0	Normal
HCC_P744	HCC	0	Normal
HCC_P746	HCC	0	Normal
HCC_P756	HCC	0	Normal
HCC_P778	HCC	0	Normal
HCC_P786	HCC	0	Normal
HCC_P814	HCC	0	Normal
HCC_P816	HCC	0	Normal
HCC_P818	HCC	0	Normal
HCC_P824	HCC	0	Normal
HCC_P852	HCC	0	Normal
HCC_P858	HCC	0	Normal
HCC_P862	HCC	0	Normal
HCC_P864	HCC	0	Normal
HCC_P866	HCC	0	Normal
HCC_P868	HCC	0	Normal
HCC_P874	HCC	0	Normal
HCC_P878	HCC	0	Normal
HCC_P882	HCC	0	Normal
HCC_P884	HCC	0	Normal
HCC_P912	HCC	0	Normal
HCC_P914	HCC	0	Normal
HCC_P916	HCC	0	Normal
HCC_P918	HCC	0	Normal
HCC_P922	HCC	0	Normal
HCC_P924	HCC	0	Normal
HCC_P926	HCC	0	Normal
HCC_P938	HCC	0	Normal
HCC_P944	HCC	0	Normal
HCC_P952	HCC	0	Normal
HCC_P954	HCC	0	Normal
HCC_P956	HCC	0	Normal
HCC_P958	HCC	0	Normal
HCC_P964	HCC	0	Normal
HCC_P966	HCC	0	Normal
HCC_P968	HCC	0	Normal
HCC_P976	HCC	0	Normal
HCC_P978	HCC	0	Normal
HCC_P982	HCC	0	Normal
HCC_P984	HCC	0	Normal
HCC_P1014	HCC	0	Normal
HCC_P1016	HCC	0	Normal
HCC_P1022	HCC	0	Normal
HCC_P1026	HCC	0	Normal
HCC_P1028	HCC	0	Normal
HCC_P1032	HCC	0	Normal
HCC_P1042	HCC	0	Normal
HCC_P1044	HCC	0	Normal
HCC_P1046	HCC	0	Normal
HNSCC_C3L.03378.N	HNSCC	0	Normal
HNSCC_C3N.01338.N	HNSCC	0	Normal
HNSCC_C3N.03045.N	HNSCC	0	Normal
HNSCC_C3N.00306.N	HNSCC	0	Normal
HNSCC_C3L.02621.N	HNSCC	0	Normal
HNSCC_C3L.04844.N	HNSCC	0	Normal
HNSCC_C3N.03876.N	HNSCC	0	Normal
HNSCC_C3N.01754.N	HNSCC	0	Normal
HNSCC_C3N.03015.N	HNSCC	0	Normal
HNSCC_C3N.00857.N	HNSCC	0	Normal
HNSCC_C3N.01858.N	HNSCC	0	Normal
HNSCC_C3N.03008.N	HNSCC	0	Normal
HNSCC_C3N.04277.N	HNSCC	0	Normal
HNSCC_C3N.03620.N	HNSCC	0	Normal
HNSCC_C3N.00307.N	HNSCC	0	Normal
HNSCC_C3N.01944.N	HNSCC	0	Normal
HNSCC_C3N.01645.N	HNSCC	0	Normal
HNSCC_C3N.03841.N	HNSCC	0	Normal
HNSCC_C3N.01337.N	HNSCC	0	Normal
HNSCC_C3L.00997.N	HNSCC	0	Normal
HNSCC_C3L.02617.N	HNSCC	0	Normal
HNSCC_C3N.03011.N	HNSCC	0	Normal
HNSCC_C3N.04276.N	HNSCC	0	Normal
HNSCC_C3N.01620.N	HNSCC	0	Normal
HNSCC_C3N.00498.N	HNSCC	0	Normal
HNSCC_C3N.02713.N	HNSCC	0	Normal
HNSCC_C3N.03012.N	HNSCC	0	Normal
HNSCC_C3L.00995.N	HNSCC	0	Normal
HNSCC_C3L.00994.N	HNSCC	0	Normal
HNSCC_C3N.03490.N	HNSCC	0	Normal
HNSCC_C3L.02651.N	HNSCC	0	Normal
HNSCC_C3N.03837.N	HNSCC	0	Normal
HNSCC_C3N.00829.N	HNSCC	0	Normal
HNSCC_C3N.01946.N	HNSCC	0	Normal
HNSCC_C3N.03888.N	HNSCC	0	Normal
HNSCC_C3N.03849.N	HNSCC	0	Normal
HNSCC_C3N.00295.N	HNSCC	0	Normal
HNSCC_C3N.01756.N	HNSCC	0	Normal
HNSCC_C3N.03013.N	HNSCC	0	Normal
HNSCC_C3N.01859.N	HNSCC	0	Normal
HNSCC_C3N.04278.N	HNSCC	0	Normal
HNSCC_C3N.04275.N	HNSCC	0	Normal
HNSCC_C3N.02693.N	HNSCC	0	Normal
HNSCC_C3N.03928.N	HNSCC	0	Normal
HNSCC_C3N.01758.N	HNSCC	0	Normal
HNSCC_C3N.04279.N	HNSCC	0	Normal
HNSCC_C3N.03027.N	HNSCC	0	Normal
HNSCC_C3N.03619.N	HNSCC	0	Normal
HNSCC_C3N.03933.N	HNSCC	0	Normal
HNSCC_C3N.02279.N	HNSCC	0	Normal
HNSCC_C3N.00204.N	HNSCC	0	Normal
HNSCC_C3L.00999.N	HNSCC	0	Normal
HNSCC_CPT0278700002.N	HNSCC	0	Normal
HNSCC_C3N.00519.N	HNSCC	0	Normal
HNSCC_C3L.01237.N	HNSCC	0	Normal
HNSCC_C3N.03878.N	HNSCC	0	Normal
HNSCC_C3N.03781.N	HNSCC	0	Normal
HNSCC_C3N.01943.N	HNSCC	0	Normal
HNSCC_C3L.04354.N	HNSCC	0	Normal
HNSCC_C3N.03028.N	HNSCC	0	Normal
HNSCC_C3N.03488.N	HNSCC	0	Normal
HNSCC_C3N.02714.N	HNSCC	0	Normal
HNSCC_CPT0281470002.N	HNSCC	0	Normal
HNSCC_C3N.01947.N	HNSCC	0	Normal
HNSCC_C3N.01340.N	HNSCC	0	Normal
GBM_GTEX.Y8DK.0011.R10A.SM.HAKY1	GBM	0	Normal
GBM_GTEX.UTHO.0011.R10A.SM.HAKY2	GBM	0	Normal
GBM_GTEX.R55F.0011.R10A.SM.HAKXY	GBM	0	Normal
GBM_GTEX.QVJO.0011.R10A.SM.HAKXV	GBM	0	Normal
GBM_GTEX.P44H.0011.R10A.SM.HAKXX	GBM	0	Normal
GBM_GTEX.RU72.0011.R10A.SM.HAKXS	GBM	0	Normal
GBM_GTEX.RN5K.0011.R10A.SM.HAKXU	GBM	0	Normal
GBM_GTEX.WVLH.0011.R10A.SM.HAKXZ	GBM	0	Normal
GBM_GTEX.Q2AG.0011.R10A.SM.HAKXT	GBM	0	Normal
GBM_GTEX.NPJ7.0011.R10A.SM.HAKXW	GBM	0	Normal
OV_01OV007_N	OV	0	Normal
OV_17OV003_N	OV	0	Normal
OV_01OV023_N	OV	0	Normal
OV_17OV005_N	OV	0	Normal
OV_01OV017_N	OV	0	Normal
OV_11OV002_N	OV	0	Normal
OV_01OV029_N	OV	0	Normal
OV_14OV011_N	OV	0	Normal
OV_17OV004_N	OV	0	Normal
OV_01OV039_N	OV	0	Normal
OV_15OV001_N	OV	0	Normal
OV_01OV013_N	OV	0	Normal
OV_11OV010_N	OV	0	Normal
OV_01OV019_N	OV	0	Normal
OV_01OV008_N	OV	0	Normal
OV_14OV029_N	OV	0	Normal
OV_01OV010_N	OV	0	Normal
OV_17OV002_N	OV	0	Normal
OV_17OV001_N	OV	0	Normal
LUSCC_C3L.02665_N	LUSCC	0	Normal
LUSCC_C3L.01663_N	LUSCC	0	Normal
LUSCC_C3N.02575_N	LUSCC	0	Normal
LUSCC_C3L.02546_N	LUSCC	0	Normal
LUSCC_C3L.02963_N	LUSCC	0	Normal
LUSCC_C3N.04162_N	LUSCC	0	Normal
LUSCC_C3L.02646_N	LUSCC	0	Normal
LUSCC_C3N.02285_N	LUSCC	0	Normal
LUSCC_C3N.03875_N	LUSCC	0	Normal
LUSCC_C3N.03424_N	LUSCC	0	Normal
LUSCC_C3N.01017_N	LUSCC	0	Normal
LUSCC_C3L.00081_N	LUSCC	0	Normal
LUSCC_C3L.02649_N	LUSCC	0	Normal
LUSCC_C3N.02252_N	LUSCC	0	Normal
LUSCC_C3L.03963_N	LUSCC	0	Normal
LUSCC_C3N.03072_N	LUSCC	0	Normal
LUSCC_C3L.02969_N	LUSCC	0	Normal
LUSCC_C3N.03662_N	LUSCC	0	Normal
LUSCC_C3N.03051_N	LUSCC	0	Normal
LUSCC_C3N.02434_N	LUSCC	0	Normal
LUSCC_C3L.02127_N	LUSCC	0	Normal
LUSCC_C3N.02339_N	LUSCC	0	Normal
LUSCC_C3L.03961_N	LUSCC	0	Normal
LUSCC_C3L.04391_N	LUSCC	0	Normal
LUSCC_C3L.02619_N	LUSCC	0	Normal
LUSCC_C3N.02494_N	LUSCC	0	Normal
LUSCC_C3N.03880_N	LUSCC	0	Normal
LUSCC_C3N.03092_N	LUSCC	0	Normal
LUSCC_C3L.02669_N	LUSCC	0	Normal
LUSCC_C3N.03877_N	LUSCC	0	Normal
LUSCC_C3N.01846_N	LUSCC	0	Normal
LUSCC_C3L.02964_N	LUSCC	0	Normal
LUSCC_C3N.01018_N	LUSCC	0	Normal
LUSCC_C3N.02288_N	LUSCC	0	Normal
LUSCC_C3L.01606_N	LUSCC	0	Normal
LUSCC_C3L.02164_N	LUSCC	0	Normal
LUSCC_C3N.02374_N	LUSCC	0	Normal
LUSCC_C3N.02675_N	LUSCC	0	Normal
LUSCC_C3N.02523_N	LUSCC	0	Normal
LUSCC_C3L.02130_N	LUSCC	0	Normal
LUSCC_C3N.02426_N	LUSCC	0	Normal
LUSCC_C3L.00923_N	LUSCC	0	Normal
LUSCC_C3N.03486_N	LUSCC	0	Normal
LUSCC_C3N.04127_N	LUSCC	0	Normal
LUSCC_C3L.02951_N	LUSCC	0	Normal
LUSCC_C3L.02629_N	LUSCC	0	Normal
LUSCC_C3L.04013_N	LUSCC	0	Normal
LUSCC_C3N.00221_N	LUSCC	0	Normal
LUSCC_C3L.00568_N	LUSCC	0	Normal
LUSCC_C3N.04155_N	LUSCC	0	Normal
LUSCC_C3N.01025_N	LUSCC	0	Normal
LUSCC_C3L.02552_N	LUSCC	0	Normal
LUSCC_C3N.02375_N	LUSCC	0	Normal
LUSCC_C3L.02660_N	LUSCC	0	Normal
LUSCC_C3L.01884_N	LUSCC	0	Normal
LUSCC_C3N.02300_N	LUSCC	0	Normal
LUSCC_C3L.01285_N	LUSCC	0	Normal
LUSCC_C3L.02627_N	LUSCC	0	Normal
LUSCC_C3L.00993_N	LUSCC	0	Normal
LUSCC_C3N.02425_N	LUSCC	0	Normal
LUSCC_C3L.02624_N	LUSCC	0	Normal
LUSCC_C3N.00555_N	LUSCC	0	Normal
LUSCC_C3N.01893_N	LUSCC	0	Normal
LUSCC_C3N.03093_N	LUSCC	0	Normal
LUSCC_C3L.01455_N	LUSCC	0	Normal
LUSCC_C3N.03848_N	LUSCC	0	Normal
LUSCC_C3L.02968_N	LUSCC	0	Normal
LUSCC_C3N.03204_N	LUSCC	0	Normal
LUSCC_C3L.00445_N	LUSCC	0	Normal
LUSCC_C3N.02289_N	LUSCC	0	Normal
LUSCC_C3L.03962_N	LUSCC	0	Normal
LUSCC_C3L.03272_N	LUSCC	0	Normal
LUSCC_C3N.01411_N	LUSCC	0	Normal
LUSCC_C3L.00415_N	LUSCC	0	Normal
LUSCC_C3N.03882_N	LUSCC	0	Normal
LUSCC_C3L.01000_N	LUSCC	0	Normal
LUSCC_C3L.02650_N	LUSCC	0	Normal
LUSCC_C3L.02358_N	LUSCC	0	Normal
LUSCC_C3L.02168_N	LUSCC	0	Normal
LUSCC_C3L.02625_N	LUSCC	0	Normal
LUSCC_C3N.01028_N	LUSCC	0	Normal
LUSCC_C3N.02435_N	LUSCC	0	Normal
LUSCC_C3N.03441_N	LUSCC	0	Normal
LUSCC_C3L.04071_N	LUSCC	0	Normal
LUSCC_C3N.01020_N	LUSCC	0	Normal
LUSCC_C3N.00497_N	LUSCC	0	Normal
LUSCC_C3N.01194_N	LUSCC	0	Normal
LUSCC_C3L.02648_N	LUSCC	0	Normal
LUSCC_C3L.02891_N	LUSCC	0	Normal
LUSCC_C3L.00927_N	LUSCC	0	Normal
LUSCC_C3N.03886_N	LUSCC	0	Normal
LUSCC_C3L.04014_N	LUSCC	0	Normal
LUSCC_C3N.03076_N	LUSCC	0	Normal
LUSCC_C3N.03425_N	LUSCC	0	Normal
LUSCC_C3L.02163_N	LUSCC	0	Normal
LUSCC_C3N.04124_N	LUSCC	0	Normal
LUSCC_C3L.00904_N	LUSCC	0	Normal
LUSCC_C3N.01892_N	LUSCC	0	Normal
LUSCC_C3L.00603_N	LUSCC	0	Normal
LUSCC_C3L.03965_N	LUSCC	0	Normal
LUSCC_C3N.03851_N	LUSCC	0	Normal
LUSCC_C3L.02349_N	LUSCC	0	Normal
LUAD_C3N.01799_N	LUAD	0	Normal
LUAD_C3L.01890_N	LUAD	0	Normal
LUAD_C3N.00572_N	LUAD	0	Normal
LUAD_C3N.02423_N	LUAD	0	Normal
LUAD_C3N.02729_N	LUAD	0	Normal
LUAD_C3L.00263_N	LUAD	0	Normal
LUAD_C3N.01410_N	LUAD	0	Normal
LUAD_C3N.00578_N	LUAD	0	Normal
LUAD_C3N.02587_N	LUAD	0	Normal
LUAD_C3L.00893_N	LUAD	0	Normal
LUAD_C3N.01488_N	LUAD	0	Normal
LUAD_C3N.01413_N	LUAD	0	Normal
LUAD_C3N.01030_N	LUAD	0	Normal
LUAD_C3N.02588_N	LUAD	0	Normal
LUAD_C3N.00552_N	LUAD	0	Normal
LUAD_C3L.01889_N	LUAD	0	Normal
LUAD_C3N.00169_N	LUAD	0	Normal
LUAD_C3L.00422_N	LUAD	0	Normal
LUAD_C3L.00083_N	LUAD	0	Normal
LUAD_C3N.00551_N	LUAD	0	Normal
LUAD_C3N.02089_N	LUAD	0	Normal
LUAD_C3L.01682_N	LUAD	0	Normal
LUAD_C3N.01016_N	LUAD	0	Normal
LUAD_C3N.00580_N	LUAD	0	Normal
LUAD_C3N.02000_N	LUAD	0	Normal
LUAD_C3N.01489_N	LUAD	0	Normal
LUAD_C3N.00737_N	LUAD	0	Normal
LUAD_C3N.01405_N	LUAD	0	Normal
LUAD_C3N.01416_N	LUAD	0	Normal
LUAD_C3N.02149_N	LUAD	0	Normal
LUAD_C3N.02424_N	LUAD	0	Normal
LUAD_C3L.00279_N	LUAD	0	Normal
LUAD_C3L.00095_N	LUAD	0	Normal
LUAD_C3N.02572_N	LUAD	0	Normal
LUAD_C3N.00559_N	LUAD	0	Normal
LUAD_C3N.00545_N	LUAD	0	Normal
LUAD_C3L.02345_N	LUAD	0	Normal
LUAD_C3L.00093_N	LUAD	0	Normal
LUAD_C3L.00510_N	LUAD	0	Normal
LUAD_C3L.00913_N	LUAD	0	Normal
LUAD_C3L.00412_N	LUAD	0	Normal
LUAD_C3N.01415_N	LUAD	0	Normal
LUAD_C3N.00549_N	LUAD	0	Normal
LUAD_C3N.02433_N	LUAD	0	Normal
LUAD_C3N.01021_N	LUAD	0	Normal
LUAD_C3N.00203_N	LUAD	0	Normal
LUAD_C3L.01330_N	LUAD	0	Normal
LUAD_C3N.00574_N	LUAD	0	Normal
LUAD_C3N.01071_N	LUAD	0	Normal
LUAD_C3N.00550_N	LUAD	0	Normal
LUAD_C3N.00167_N	LUAD	0	Normal
LUAD_C3L.00001_N	LUAD	0	Normal
LUAD_C3L.01632_N	LUAD	0	Normal
LUAD_C3N.02155_N	LUAD	0	Normal
LUAD_C3N.00217_N	LUAD	0	Normal
LUAD_C3N.02002_N	LUAD	0	Normal
LUAD_C3N.02145_N	LUAD	0	Normal
LUAD_C3N.02586_N	LUAD	0	Normal
LUAD_C3L.02219_N	LUAD	0	Normal
LUAD_C3N.00180_N	LUAD	0	Normal
LUAD_C3N.00704_N	LUAD	0	Normal
LUAD_C3N.02158_N	LUAD	0	Normal
LUAD_C3N.02421_N	LUAD	0	Normal
LUAD_C3N.00556_N	LUAD	0	Normal
LUAD_C3N.01072_N	LUAD	0	Normal
LUAD_C3L.00094_N	LUAD	0	Normal
LUAD_C3L.00144_N	LUAD	0	Normal
LUAD_C3N.00223_N	LUAD	0	Normal
LUAD_C3L.01924_N	LUAD	0	Normal
LUAD_C3N.00433_N	LUAD	0	Normal
LUAD_C3L.01683_N	LUAD	0	Normal
LUAD_C3N.00293_N	LUAD	0	Normal
LUAD_C3N.02380_N	LUAD	0	Normal
LUAD_C3L.00009_N	LUAD	0	Normal
LUAD_C3N.00546_N	LUAD	0	Normal
LUAD_C3N.01414_N	LUAD	0	Normal
LUAD_C3N.02087_N	LUAD	0	Normal
LUAD_C3L.00140_N	LUAD	0	Normal
LUAD_C3N.02529_N	LUAD	0	Normal
LUAD_C3L.00368_N	LUAD	0	Normal
LUAD_C3N.02067_N	LUAD	0	Normal
LUAD_C3L.00080_N	LUAD	0	Normal
LUAD_C3N.00547_N	LUAD	0	Normal
LUAD_C3N.01023_N	LUAD	0	Normal
LUAD_C3N.01024_N	LUAD	0	Normal
LUAD_C3L.00973_N	LUAD	0	Normal
LUAD_C3L.02348_N	LUAD	0	Normal
LUAD_C3L.02508_N	LUAD	0	Normal
LUAD_C3N.00560_N	LUAD	0	Normal
LUAD_C3L.00604_N	LUAD	0	Normal
LUAD_C3N.00199_N	LUAD	0	Normal
LUAD_C3N.00579_N	LUAD	0	Normal
LUAD_C3N.02582_N	LUAD	0	Normal
LUAD_C3L.02350_N	LUAD	0	Normal
LUAD_C3N.00738_N	LUAD	0	Normal
LUAD_C3N.00959_N	LUAD	0	Normal
LUAD_C3N.02003_N	LUAD	0	Normal
LUAD_C3N.02379_N	LUAD	0	Normal
LUAD_C3N.00175_N	LUAD	0	Normal
LUAD_C3N.01823_N	LUAD	0	Normal
LUAD_C3L.02549_N	LUAD	0	Normal
LUAD_C3L.02365_N	LUAD	0	Normal
