Sample	Cancertype	Cancertype_PDC	TN
CO_21CO006_N	CRC	CRC	normal
CO_06CO002_N	CRC	CRC	normal
CO_01CO005_N	CRC	CRC	normal
CO_11CO043_N	CRC	CRC	normal
CO_11CO060_N	CRC	CRC	normal
CO_05CO002_N	CRC	CRC	normal
CO_09CO013_N	CRC	CRC	normal
CO_09CO019_N	CRC	CRC	normal
CO_05CO048_N	CRC	CRC	normal
CO_05CO006_N	CRC	CRC	normal
CO_05CO028_N	CRC	CRC	normal
CO_22CO004_N	CRC	CRC	normal
CO_11CO030_N	CRC	CRC	normal
CO_11CO036_N	CRC	CRC	normal
CO_11CO062_N	CRC	CRC	normal
CO_16CO002_N	CRC	CRC	normal
CO_20CO003_N	CRC	CRC	normal
CO_05CO032_N	CRC	CRC	normal
CO_11CO022_N	CRC	CRC	normal
CO_11CO039_N	CRC	CRC	normal
CO_09CO011_N	CRC	CRC	normal
CO_11CO058_N	CRC	CRC	normal
CO_05CO037_N	CRC	CRC	normal
CO_09CO018_N	CRC	CRC	normal
CO_11CO079_N	CRC	CRC	normal
CO_01CO022_N	CRC	CRC	normal
CO_09CO014_N	CRC	CRC	normal
CO_05CO047_N	CRC	CRC	normal
CO_06CO001_N	CRC	CRC	normal
CO_16CO003_N	CRC	CRC	normal
UCEC_C3N.00858_N	UCEC	UCEC	normal
UCEC_C3L.01252_N	UCEC	UCEC	normal
UCEC_C3L.00947_N	UCEC	UCEC	normal
UCEC_C3L.00361_N	UCEC	UCEC	normal
UCEC_C3L.01249_N	UCEC	UCEC	normal
UCEC_C3N.00383_N	UCEC	UCEC	normal
UCEC_C3L.01744_N	UCEC	UCEC	normal
UCEC_C3L.01311_N	UCEC	UCEC	normal
UCEC_C3L.01256_N	UCEC	UCEC	normal
UCEC_C3L.01307_N	UCEC	UCEC	normal
UCEC_C3L.01282_N	UCEC	UCEC	normal
UCEC_C3L.01304_N	UCEC	UCEC	normal
UCEC_C3N.00333_N	UCEC	UCEC	normal
UCEC_C3L.00006_N	UCEC	UCEC	normal
UCEC_C3L.00769_N	UCEC	UCEC	normal
UCEC_C3L.00601_N	UCEC	UCEC	normal
UCEC_C3N.00729_N	UCEC	UCEC	normal
UCEC_C3L.00586_N	UCEC	UCEC	normal
UCEC_C3L.01246_N	UCEC	UCEC	normal
UCEC_C3L.01257_N	UCEC	UCEC	normal
UCEC_C3L.00930_N	UCEC	UCEC	normal
UCEC_C3N.00866_N	UCEC	UCEC	normal
UCEC_C3L.00932_N	UCEC	UCEC	normal
UCEC_C3L.00963_N	UCEC	UCEC	normal
UCEC_C3L.00770_N	UCEC	UCEC	normal
UCEC_C3N.00200_N	UCEC	UCEC	normal
UCEC_C3N.01211_N	UCEC	UCEC	normal
UCEC_C3L.00771_N	UCEC	UCEC	normal
UCEC_C3L.00563_N	UCEC	UCEC	normal
UCEC_C3L.00605_N	UCEC	UCEC	normal
UCEC_C3N.01346_N	UCEC	UCEC	normal
UCEC_NX1	UCEC	UCEC	normal
UCEC_NX2	UCEC	UCEC	normal
UCEC_NX3	UCEC	UCEC	normal
UCEC_NX4	UCEC	UCEC	normal
UCEC_NX5	UCEC	UCEC	normal
UCEC_NX6	UCEC	UCEC	normal
UCEC_NX7	UCEC	UCEC	normal
UCEC_NX8	UCEC	UCEC	normal
UCEC_NX9	UCEC	UCEC	normal
UCEC_NX12	UCEC	UCEC	normal
UCEC_NX17	UCEC	UCEC	normal
UCEC_NX13	UCEC	UCEC	normal
UCEC_NX14	UCEC	UCEC	normal
UCEC_NX10	UCEC	UCEC	normal
UCEC_NX16	UCEC	UCEC	normal
UCEC_NX18	UCEC	UCEC	normal
UCEC_NX11	UCEC	UCEC	normal
UCEC_NX15	UCEC	UCEC	normal
PDCJHU_C3L.00589_N	PDC	PDCJHU	normal
PDCJHU_C3L.03123_N	PDC	PDCJHU	normal
PDCJHU_C3L.01687_N	PDC	PDCJHU	normal
PDCJHU_C3N.03884_N	PDC	PDCJHU	normal
PDCJHU_C3L.02890_N	PDC	PDCJHU	normal
PDCJHU_C3L.03630_N	PDC	PDCJHU	normal
PDCJHU_C3L.03356_N	PDC	PDCJHU	normal
PDCJHU_C3L.01054_N	PDC	PDCJHU	normal
PDCJHU_C3N.04283_N	PDC	PDCJHU	normal
PDCJHU_C3L.04495_N	PDC	PDCJHU	normal
PDCJHU_C3N.03853_N	PDC	PDCJHU	normal
PDCJHU_C3L.02610_N	PDC	PDCJHU	normal
PDCJHU_C3L.03388_N	PDC	PDCJHU	normal
PDCJHU_C3L.03371_N	PDC	PDCJHU	normal
PDCJHU_C3N.02768_N	PDC	PDCJHU	normal
PDCJHU_C3L.01689_N	PDC	PDCJHU	normal
PDCJHU_C3N.01900_N	PDC	PDCJHU	normal
PDCJHU_C3L.03628_N	PDC	PDCJHU	normal
PDCJHU_C3N.01998_N	PDC	PDCJHU	normal
PDCJHU_C3L.01971_N	PDC	PDCJHU	normal
PDCJHU_C3N.00249_N	PDC	PDCJHU	normal
PDCJHU_C3N.00198_N	PDC	PDCJHU	normal
PDCJHU_C3L.03394_N	PDC	PDCJHU	normal
PDCJHU_C3L.01637_N	PDC	PDCJHU	normal
PDCJHU_C3N.03173_N	PDC	PDCJHU	normal
PDCJHU_C3L.01598_N	PDC	PDCJHU	normal
PDCJHU_C3L.02809_N	PDC	PDCJHU	normal
PDCJHU_C3L.01453_N	PDC	PDCJHU	normal
PDCJHU_C3L.02606_N	PDC	PDCJHU	normal
PDCJHU_C3N.01997_N	PDC	PDCJHU	normal
PDCJHU_C3N.02589_N	PDC	PDCJHU	normal
PDCJHU_C3L.04479_N	PDC	PDCJHU	normal
PDCJHU_C3L.03743_N	PDC	PDCJHU	normal
PDCJHU_C3L.01051_N	PDC	PDCJHU	normal
PDCJHU_C3N.03211_N	PDC	PDCJHU	normal
PDCJHU_C3L.02463_N	PDC	PDCJHU	normal
PDCJHU_C3L.02115_N	PDC	PDCJHU	normal
PDCJHU_C3L.04473_N	PDC	PDCJHU	normal
PDCJHU_C3N.00436_N	PDC	PDCJHU	normal
PDCJHU_C3L.04475_N	PDC	PDCJHU	normal
PDCJHU_C3N.00513_N	PDC	PDCJHU	normal
PDCJHU_C3L.00277_N	PDC	PDCJHU	normal
PDCJHU_C3L.00881_N	PDC	PDCJHU	normal
PDCJHU_C3L.04848_N	PDC	PDCJHU	normal
PDCJHU_C3L.01037_N	PDC	PDCJHU	normal
PDCJHU_C3L.01036_N	PDC	PDCJHU	normal
PDCJHU_C3L.03395_N	PDC	PDCJHU	normal
PDCJHU_C3N.03780_N	PDC	PDCJHU	normal
PDCJHU_C3N.00957_N	PDC	PDCJHU	normal
PDCJHU_C3N.04282_N	PDC	PDCJHU	normal
PDCJHU_C3L.00819_N	PDC	PDCJHU	normal
PDCJHU_C3N.03440_N	PDC	PDCJHU	normal
PDCJHU_C3N.03061_N	PDC	PDCJHU	normal
PDCJHU_C3L.00189_N	PDC	PDCJHU	normal
PDCJHU_C3L.01124_N	PDC	PDCJHU	normal
PDCJHU_C3L.03632_N	PDC	PDCJHU	normal
PDCJHU_C3N.02010_N	PDC	PDCJHU	normal
PDCJHU_C3L.04072_N	PDC	PDCJHU	normal
PDCJHU_C3N.00518_N	PDC	PDCJHU	normal
PDCJHU_C3L.00102_N	PDC	PDCJHU	normal
PDCJHU_C3L.00928_N	PDC	PDCJHU	normal
PDCJHU_C3N.03840_N	PDC	PDCJHU	normal
PDCJHU_C3N.00517_N	PDC	PDCJHU	normal
PDCJHU_C3N.02585_N	PDC	PDCJHU	normal
PDCJHU_C3N.03426_N	PDC	PDCJHU	normal
PDCJHU_C3N.02944_N	PDC	PDCJHU	normal
PDCJHU_C3N.02592_N	PDC	PDCJHU	normal
PDCJHU_C3N.04119_N	PDC	PDCJHU	normal
PDCJHU_C3L.04853_N	PDC	PDCJHU	normal
PDCJHU_C3L.03639_N	PDC	PDCJHU	normal
PDCJHU_C3N.00514_N	PDC	PDCJHU	normal
PDCJHU_C3L.00640_N	PDC	PDCJHU	normal
PDCJHU_C3L.01052_N	PDC	PDCJHU	normal
PDCJHU_C3N.02573_N	PDC	PDCJHU	normal
PDCJHU_C3N.02295_N	PDC	PDCJHU	normal
PDCJHU_C3N.00709_N	PDC	PDCJHU	normal
PDCJHU_C3L.01031_N	PDC	PDCJHU	normal
PDCJHU_C3L.01053_N	PDC	PDCJHU	normal
PDCJHU_C3L.00401_N	PDC	PDCJHU	normal
PDCJHU_C3N.03839_N	PDC	PDCJHU	normal
PDCJHU_C3L.03350_N	PDC	PDCJHU	normal
PDCJHU_C3N.01011_N	PDC	PDCJHU	normal
PDCJHU_C3N.03069_N	PDC	PDCJHU	normal
PDCJHU_C3N.00512_N	PDC	PDCJHU	normal
PDCJHU_C3L.02899_N	PDC	PDCJHU	normal
PDCJHU_C3L.03513_N	PDC	PDCJHU	normal
PDCJHU_C3L.03514_N	PDC	PDCJHU	normal
PDCJHU_C3L.03515_N	PDC	PDCJHU	normal
PDCJHU_C3L.07032_N	PDC	PDCJHU	normal
PDCJHU_C3L.07033_N	PDC	PDCJHU	normal
PDCJHU_C3L.07034_N	PDC	PDCJHU	normal
PDCJHU_C3L.07035_N	PDC	PDCJHU	normal
PDCJHU_C3L.07036_N	PDC	PDCJHU	normal
HCC_P111	HCC	HCC	normal
HCC_P114	HCC	HCC	normal
HCC_P124	HCC	HCC	normal
HCC_P126	HCC	HCC	normal
HCC_P128	HCC	HCC	normal
HCC_P132	HCC	HCC	normal
HCC_P136	HCC	HCC	normal
HCC_P138	HCC	HCC	normal
HCC_P142	HCC	HCC	normal
HCC_P146	HCC	HCC	normal
HCC_P148	HCC	HCC	normal
HCC_P162	HCC	HCC	normal
HCC_P172	HCC	HCC	normal
HCC_P186	HCC	HCC	normal
HCC_P188	HCC	HCC	normal
HCC_P192	HCC	HCC	normal
HCC_P196	HCC	HCC	normal
HCC_P212	HCC	HCC	normal
HCC_P218	HCC	HCC	normal
HCC_P222	HCC	HCC	normal
HCC_P224	HCC	HCC	normal
HCC_P228	HCC	HCC	normal
HCC_P232	HCC	HCC	normal
HCC_P258	HCC	HCC	normal
HCC_P262	HCC	HCC	normal
HCC_P268	HCC	HCC	normal
HCC_P272	HCC	HCC	normal
HCC_P278	HCC	HCC	normal
HCC_P284	HCC	HCC	normal
HCC_P286	HCC	HCC	normal
HCC_P298	HCC	HCC	normal
HCC_P312	HCC	HCC	normal
HCC_P314	HCC	HCC	normal
HCC_P328	HCC	HCC	normal
HCC_P332	HCC	HCC	normal
HCC_P342	HCC	HCC	normal
HCC_P344	HCC	HCC	normal
HCC_P354	HCC	HCC	normal
HCC_P356	HCC	HCC	normal
HCC_P358	HCC	HCC	normal
HCC_P362	HCC	HCC	normal
HCC_P364	HCC	HCC	normal
HCC_P366	HCC	HCC	normal
HCC_P368	HCC	HCC	normal
HCC_P376	HCC	HCC	normal
HCC_P384	HCC	HCC	normal
HCC_P386	HCC	HCC	normal
HCC_P388	HCC	HCC	normal
HCC_P392	HCC	HCC	normal
HCC_P394	HCC	HCC	normal
HCC_P396	HCC	HCC	normal
HCC_P412	HCC	HCC	normal
HCC_P414	HCC	HCC	normal
HCC_P416	HCC	HCC	normal
HCC_P422	HCC	HCC	normal
HCC_P424	HCC	HCC	normal
HCC_P426	HCC	HCC	normal
HCC_P428	HCC	HCC	normal
HCC_P432	HCC	HCC	normal
HCC_P434	HCC	HCC	normal
HCC_P436	HCC	HCC	normal
HCC_P444	HCC	HCC	normal
HCC_P446	HCC	HCC	normal
HCC_P452	HCC	HCC	normal
HCC_P456	HCC	HCC	normal
HCC_P462	HCC	HCC	normal
HCC_P464	HCC	HCC	normal
HCC_P466	HCC	HCC	normal
HCC_P468	HCC	HCC	normal
HCC_P472	HCC	HCC	normal
HCC_P474	HCC	HCC	normal
HCC_P478	HCC	HCC	normal
HCC_P482	HCC	HCC	normal
HCC_P484	HCC	HCC	normal
HCC_P488	HCC	HCC	normal
HCC_P492	HCC	HCC	normal
HCC_P494	HCC	HCC	normal
HCC_P498	HCC	HCC	normal
HCC_P514	HCC	HCC	normal
HCC_P516	HCC	HCC	normal
HCC_P518	HCC	HCC	normal
HCC_P524	HCC	HCC	normal
HCC_P526	HCC	HCC	normal
HCC_P528	HCC	HCC	normal
HCC_P534	HCC	HCC	normal
HCC_P538	HCC	HCC	normal
HCC_P546	HCC	HCC	normal
HCC_P554	HCC	HCC	normal
HCC_P558	HCC	HCC	normal
HCC_P564	HCC	HCC	normal
HCC_P568	HCC	HCC	normal
HCC_P572	HCC	HCC	normal
HCC_P574	HCC	HCC	normal
HCC_P616	HCC	HCC	normal
HCC_P618	HCC	HCC	normal
HCC_P628	HCC	HCC	normal
HCC_P636	HCC	HCC	normal
HCC_P642	HCC	HCC	normal
HCC_P648	HCC	HCC	normal
HCC_P662	HCC	HCC	normal
HCC_P664	HCC	HCC	normal
HCC_P666	HCC	HCC	normal
HCC_P672	HCC	HCC	normal
HCC_P686	HCC	HCC	normal
HCC_P696	HCC	HCC	normal
HCC_P714	HCC	HCC	normal
HCC_P716	HCC	HCC	normal
HCC_P722	HCC	HCC	normal
HCC_P724	HCC	HCC	normal
HCC_P728	HCC	HCC	normal
HCC_P738	HCC	HCC	normal
HCC_P742	HCC	HCC	normal
HCC_P744	HCC	HCC	normal
HCC_P746	HCC	HCC	normal
HCC_P756	HCC	HCC	normal
HCC_P778	HCC	HCC	normal
HCC_P786	HCC	HCC	normal
HCC_P814	HCC	HCC	normal
HCC_P816	HCC	HCC	normal
HCC_P818	HCC	HCC	normal
HCC_P824	HCC	HCC	normal
HCC_P852	HCC	HCC	normal
HCC_P858	HCC	HCC	normal
HCC_P862	HCC	HCC	normal
HCC_P864	HCC	HCC	normal
HCC_P866	HCC	HCC	normal
HCC_P868	HCC	HCC	normal
HCC_P874	HCC	HCC	normal
HCC_P878	HCC	HCC	normal
HCC_P882	HCC	HCC	normal
HCC_P884	HCC	HCC	normal
HCC_P912	HCC	HCC	normal
HCC_P914	HCC	HCC	normal
HCC_P916	HCC	HCC	normal
HCC_P918	HCC	HCC	normal
HCC_P922	HCC	HCC	normal
HCC_P924	HCC	HCC	normal
HCC_P926	HCC	HCC	normal
HCC_P938	HCC	HCC	normal
HCC_P944	HCC	HCC	normal
HCC_P952	HCC	HCC	normal
HCC_P954	HCC	HCC	normal
HCC_P956	HCC	HCC	normal
HCC_P958	HCC	HCC	normal
HCC_P964	HCC	HCC	normal
HCC_P966	HCC	HCC	normal
HCC_P968	HCC	HCC	normal
HCC_P976	HCC	HCC	normal
HCC_P978	HCC	HCC	normal
HCC_P982	HCC	HCC	normal
HCC_P984	HCC	HCC	normal
HCC_P1014	HCC	HCC	normal
HCC_P1016	HCC	HCC	normal
HCC_P1022	HCC	HCC	normal
HCC_P1026	HCC	HCC	normal
HCC_P1028	HCC	HCC	normal
HCC_P1032	HCC	HCC	normal
HCC_P1042	HCC	HCC	normal
HCC_P1044	HCC	HCC	normal
HCC_P1046	HCC	HCC	normal
HNSCC_C3L.03378.N	HNSCC	HNSCC	normal
HNSCC_C3N.01338.N	HNSCC	HNSCC	normal
HNSCC_C3N.03045.N	HNSCC	HNSCC	normal
HNSCC_C3N.00306.N	HNSCC	HNSCC	normal
HNSCC_C3L.02621.N	HNSCC	HNSCC	normal
HNSCC_C3L.04844.N	HNSCC	HNSCC	normal
HNSCC_C3N.03876.N	HNSCC	HNSCC	normal
HNSCC_C3N.01754.N	HNSCC	HNSCC	normal
HNSCC_C3N.03015.N	HNSCC	HNSCC	normal
HNSCC_C3N.00857.N	HNSCC	HNSCC	normal
HNSCC_C3N.01858.N	HNSCC	HNSCC	normal
HNSCC_C3N.03008.N	HNSCC	HNSCC	normal
HNSCC_C3N.04277.N	HNSCC	HNSCC	normal
HNSCC_C3N.03620.N	HNSCC	HNSCC	normal
HNSCC_C3N.00307.N	HNSCC	HNSCC	normal
HNSCC_C3N.01944.N	HNSCC	HNSCC	normal
HNSCC_C3N.01645.N	HNSCC	HNSCC	normal
HNSCC_C3N.03841.N	HNSCC	HNSCC	normal
HNSCC_C3N.01337.N	HNSCC	HNSCC	normal
HNSCC_C3L.00997.N	HNSCC	HNSCC	normal
HNSCC_C3L.02617.N	HNSCC	HNSCC	normal
HNSCC_C3N.03011.N	HNSCC	HNSCC	normal
HNSCC_C3N.04276.N	HNSCC	HNSCC	normal
HNSCC_C3N.01620.N	HNSCC	HNSCC	normal
HNSCC_C3N.00498.N	HNSCC	HNSCC	normal
HNSCC_C3N.02713.N	HNSCC	HNSCC	normal
HNSCC_C3N.03012.N	HNSCC	HNSCC	normal
HNSCC_C3L.00995.N	HNSCC	HNSCC	normal
HNSCC_C3L.00994.N	HNSCC	HNSCC	normal
HNSCC_C3N.03490.N	HNSCC	HNSCC	normal
HNSCC_C3L.02651.N	HNSCC	HNSCC	normal
HNSCC_C3N.03837.N	HNSCC	HNSCC	normal
HNSCC_C3N.00829.N	HNSCC	HNSCC	normal
HNSCC_C3N.01946.N	HNSCC	HNSCC	normal
HNSCC_C3N.03888.N	HNSCC	HNSCC	normal
HNSCC_C3N.03849.N	HNSCC	HNSCC	normal
HNSCC_C3N.00295.N	HNSCC	HNSCC	normal
HNSCC_C3N.01756.N	HNSCC	HNSCC	normal
HNSCC_C3N.03013.N	HNSCC	HNSCC	normal
HNSCC_C3N.01859.N	HNSCC	HNSCC	normal
HNSCC_C3N.04278.N	HNSCC	HNSCC	normal
HNSCC_C3N.04275.N	HNSCC	HNSCC	normal
HNSCC_C3N.02693.N	HNSCC	HNSCC	normal
HNSCC_C3N.03928.N	HNSCC	HNSCC	normal
HNSCC_C3N.01758.N	HNSCC	HNSCC	normal
HNSCC_C3N.04279.N	HNSCC	HNSCC	normal
HNSCC_C3N.03027.N	HNSCC	HNSCC	normal
HNSCC_C3N.03619.N	HNSCC	HNSCC	normal
HNSCC_C3N.03933.N	HNSCC	HNSCC	normal
HNSCC_C3N.02279.N	HNSCC	HNSCC	normal
HNSCC_C3N.00204.N	HNSCC	HNSCC	normal
HNSCC_C3L.00999.N	HNSCC	HNSCC	normal
HNSCC_CPT0278700002.N	HNSCC	HNSCC	normal
HNSCC_C3N.00519.N	HNSCC	HNSCC	normal
HNSCC_C3L.01237.N	HNSCC	HNSCC	normal
HNSCC_C3N.03878.N	HNSCC	HNSCC	normal
HNSCC_C3N.03781.N	HNSCC	HNSCC	normal
HNSCC_C3N.01943.N	HNSCC	HNSCC	normal
HNSCC_C3L.04354.N	HNSCC	HNSCC	normal
HNSCC_C3N.03028.N	HNSCC	HNSCC	normal
HNSCC_C3N.03488.N	HNSCC	HNSCC	normal
HNSCC_C3N.02714.N	HNSCC	HNSCC	normal
HNSCC_CPT0281470002.N	HNSCC	HNSCC	normal
HNSCC_C3N.01947.N	HNSCC	HNSCC	normal
HNSCC_C3N.01340.N	HNSCC	HNSCC	normal
GBM_GTEX.Y8DK.0011.R10A.SM.HAKY1	GBM	GBM	normal
GBM_GTEX.UTHO.0011.R10A.SM.HAKY2	GBM	GBM	normal
GBM_GTEX.R55F.0011.R10A.SM.HAKXY	GBM	GBM	normal
GBM_GTEX.QVJO.0011.R10A.SM.HAKXV	GBM	GBM	normal
GBM_GTEX.P44H.0011.R10A.SM.HAKXX	GBM	GBM	normal
GBM_GTEX.RU72.0011.R10A.SM.HAKXS	GBM	GBM	normal
GBM_GTEX.RN5K.0011.R10A.SM.HAKXU	GBM	GBM	normal
GBM_GTEX.WVLH.0011.R10A.SM.HAKXZ	GBM	GBM	normal
GBM_GTEX.Q2AG.0011.R10A.SM.HAKXT	GBM	GBM	normal
GBM_GTEX.NPJ7.0011.R10A.SM.HAKXW	GBM	GBM	normal
OV_01OV007_N	OV	OV	normal
OV_17OV003_N	OV	OV	normal
OV_01OV023_N	OV	OV	normal
OV_17OV005_N	OV	OV	normal
OV_01OV017_N	OV	OV	normal
OV_11OV002_N	OV	OV	normal
OV_01OV029_N	OV	OV	normal
OV_14OV011_N	OV	OV	normal
OV_17OV004_N	OV	OV	normal
OV_01OV039_N	OV	OV	normal
OV_15OV001_N	OV	OV	normal
OV_01OV013_N	OV	OV	normal
OV_11OV010_N	OV	OV	normal
OV_01OV019_N	OV	OV	normal
OV_01OV008_N	OV	OV	normal
OV_14OV029_N	OV	OV	normal
OV_01OV010_N	OV	OV	normal
OV_17OV002_N	OV	OV	normal
OV_17OV001_N	OV	OV	normal
LUSCC_C3L.02665_N	LUSCC	LUSCC	normal
LUSCC_C3L.01663_N	LUSCC	LUSCC	normal
LUSCC_C3N.02575_N	LUSCC	LUSCC	normal
LUSCC_C3L.02546_N	LUSCC	LUSCC	normal
LUSCC_C3L.02963_N	LUSCC	LUSCC	normal
LUSCC_C3N.04162_N	LUSCC	LUSCC	normal
LUSCC_C3L.02646_N	LUSCC	LUSCC	normal
LUSCC_C3N.02285_N	LUSCC	LUSCC	normal
LUSCC_C3N.03875_N	LUSCC	LUSCC	normal
LUSCC_C3N.03424_N	LUSCC	LUSCC	normal
LUSCC_C3N.01017_N	LUSCC	LUSCC	normal
LUSCC_C3L.00081_N	LUSCC	LUSCC	normal
LUSCC_C3L.02649_N	LUSCC	LUSCC	normal
LUSCC_C3N.02252_N	LUSCC	LUSCC	normal
LUSCC_C3L.03963_N	LUSCC	LUSCC	normal
LUSCC_C3N.03072_N	LUSCC	LUSCC	normal
LUSCC_C3L.02969_N	LUSCC	LUSCC	normal
LUSCC_C3N.03662_N	LUSCC	LUSCC	normal
LUSCC_C3N.03051_N	LUSCC	LUSCC	normal
LUSCC_C3N.02434_N	LUSCC	LUSCC	normal
LUSCC_C3L.02127_N	LUSCC	LUSCC	normal
LUSCC_C3N.02339_N	LUSCC	LUSCC	normal
LUSCC_C3L.03961_N	LUSCC	LUSCC	normal
LUSCC_C3L.04391_N	LUSCC	LUSCC	normal
LUSCC_C3L.02619_N	LUSCC	LUSCC	normal
LUSCC_C3N.02494_N	LUSCC	LUSCC	normal
LUSCC_C3N.03880_N	LUSCC	LUSCC	normal
LUSCC_C3N.03092_N	LUSCC	LUSCC	normal
LUSCC_C3L.02669_N	LUSCC	LUSCC	normal
LUSCC_C3N.03877_N	LUSCC	LUSCC	normal
LUSCC_C3N.01846_N	LUSCC	LUSCC	normal
LUSCC_C3L.02964_N	LUSCC	LUSCC	normal
LUSCC_C3N.01018_N	LUSCC	LUSCC	normal
LUSCC_C3N.02288_N	LUSCC	LUSCC	normal
LUSCC_C3L.01606_N	LUSCC	LUSCC	normal
LUSCC_C3L.02164_N	LUSCC	LUSCC	normal
LUSCC_C3N.02374_N	LUSCC	LUSCC	normal
LUSCC_C3N.02675_N	LUSCC	LUSCC	normal
LUSCC_C3N.02523_N	LUSCC	LUSCC	normal
LUSCC_C3L.02130_N	LUSCC	LUSCC	normal
LUSCC_C3N.02426_N	LUSCC	LUSCC	normal
LUSCC_C3L.00923_N	LUSCC	LUSCC	normal
LUSCC_C3N.03486_N	LUSCC	LUSCC	normal
LUSCC_C3N.04127_N	LUSCC	LUSCC	normal
LUSCC_C3L.02951_N	LUSCC	LUSCC	normal
LUSCC_C3L.02629_N	LUSCC	LUSCC	normal
LUSCC_C3L.04013_N	LUSCC	LUSCC	normal
LUSCC_C3N.00221_N	LUSCC	LUSCC	normal
LUSCC_C3L.00568_N	LUSCC	LUSCC	normal
LUSCC_C3N.04155_N	LUSCC	LUSCC	normal
LUSCC_C3N.01025_N	LUSCC	LUSCC	normal
LUSCC_C3L.02552_N	LUSCC	LUSCC	normal
LUSCC_C3N.02375_N	LUSCC	LUSCC	normal
LUSCC_C3L.02660_N	LUSCC	LUSCC	normal
LUSCC_C3L.01884_N	LUSCC	LUSCC	normal
LUSCC_C3N.02300_N	LUSCC	LUSCC	normal
LUSCC_C3L.01285_N	LUSCC	LUSCC	normal
LUSCC_C3L.02627_N	LUSCC	LUSCC	normal
LUSCC_C3L.00993_N	LUSCC	LUSCC	normal
LUSCC_C3N.02425_N	LUSCC	LUSCC	normal
LUSCC_C3L.02624_N	LUSCC	LUSCC	normal
LUSCC_C3N.00555_N	LUSCC	LUSCC	normal
LUSCC_C3N.01893_N	LUSCC	LUSCC	normal
LUSCC_C3N.03093_N	LUSCC	LUSCC	normal
LUSCC_C3L.01455_N	LUSCC	LUSCC	normal
LUSCC_C3N.03848_N	LUSCC	LUSCC	normal
LUSCC_C3L.02968_N	LUSCC	LUSCC	normal
LUSCC_C3N.03204_N	LUSCC	LUSCC	normal
LUSCC_C3L.00445_N	LUSCC	LUSCC	normal
LUSCC_C3N.02289_N	LUSCC	LUSCC	normal
LUSCC_C3L.03962_N	LUSCC	LUSCC	normal
LUSCC_C3L.03272_N	LUSCC	LUSCC	normal
LUSCC_C3N.01411_N	LUSCC	LUSCC	normal
LUSCC_C3L.00415_N	LUSCC	LUSCC	normal
LUSCC_C3N.03882_N	LUSCC	LUSCC	normal
LUSCC_C3L.01000_N	LUSCC	LUSCC	normal
LUSCC_C3L.02650_N	LUSCC	LUSCC	normal
LUSCC_C3L.02358_N	LUSCC	LUSCC	normal
LUSCC_C3L.02168_N	LUSCC	LUSCC	normal
LUSCC_C3L.02625_N	LUSCC	LUSCC	normal
LUSCC_C3N.01028_N	LUSCC	LUSCC	normal
LUSCC_C3N.02435_N	LUSCC	LUSCC	normal
LUSCC_C3N.03441_N	LUSCC	LUSCC	normal
LUSCC_C3L.04071_N	LUSCC	LUSCC	normal
LUSCC_C3N.01020_N	LUSCC	LUSCC	normal
LUSCC_C3N.00497_N	LUSCC	LUSCC	normal
LUSCC_C3N.01194_N	LUSCC	LUSCC	normal
LUSCC_C3L.02648_N	LUSCC	LUSCC	normal
LUSCC_C3L.02891_N	LUSCC	LUSCC	normal
LUSCC_C3L.00927_N	LUSCC	LUSCC	normal
LUSCC_C3N.03886_N	LUSCC	LUSCC	normal
LUSCC_C3L.04014_N	LUSCC	LUSCC	normal
LUSCC_C3N.03076_N	LUSCC	LUSCC	normal
LUSCC_C3N.03425_N	LUSCC	LUSCC	normal
LUSCC_C3L.02163_N	LUSCC	LUSCC	normal
LUSCC_C3N.04124_N	LUSCC	LUSCC	normal
LUSCC_C3L.00904_N	LUSCC	LUSCC	normal
LUSCC_C3N.01892_N	LUSCC	LUSCC	normal
LUSCC_C3L.00603_N	LUSCC	LUSCC	normal
LUSCC_C3L.03965_N	LUSCC	LUSCC	normal
LUSCC_C3N.03851_N	LUSCC	LUSCC	normal
LUSCC_C3L.02349_N	LUSCC	LUSCC	normal
LUAD_C3N.01799_N	LUAD	LUAD	normal
LUAD_C3L.01890_N	LUAD	LUAD	normal
LUAD_C3N.00572_N	LUAD	LUAD	normal
LUAD_C3N.02423_N	LUAD	LUAD	normal
LUAD_C3N.02729_N	LUAD	LUAD	normal
LUAD_C3L.00263_N	LUAD	LUAD	normal
LUAD_C3N.01410_N	LUAD	LUAD	normal
LUAD_C3N.00578_N	LUAD	LUAD	normal
LUAD_C3N.02587_N	LUAD	LUAD	normal
LUAD_C3L.00893_N	LUAD	LUAD	normal
LUAD_C3N.01488_N	LUAD	LUAD	normal
LUAD_C3N.01413_N	LUAD	LUAD	normal
LUAD_C3N.01030_N	LUAD	LUAD	normal
LUAD_C3N.02588_N	LUAD	LUAD	normal
LUAD_C3N.00552_N	LUAD	LUAD	normal
LUAD_C3L.01889_N	LUAD	LUAD	normal
LUAD_C3N.00169_N	LUAD	LUAD	normal
LUAD_C3L.00422_N	LUAD	LUAD	normal
LUAD_C3L.00083_N	LUAD	LUAD	normal
LUAD_C3N.00551_N	LUAD	LUAD	normal
LUAD_C3N.02089_N	LUAD	LUAD	normal
LUAD_C3L.01682_N	LUAD	LUAD	normal
LUAD_C3N.01016_N	LUAD	LUAD	normal
LUAD_C3N.00580_N	LUAD	LUAD	normal
