EntrezID,Gene,Ensembl,Genomic Location,Core GESP Score ,Final GESP Score ,Integral monotopic GESP,GPCR,Ion Channel,Kinase,Enzyme,Transporter
10519,CIB1,ENSG00000185043,chr15:90229975-90234047:-,5,7,,,,,,
2857,GPR34,ENSG00000171659,chrX:41688973-41697277:+,5,7,,1,,,,
9058,SLC13A2,ENSG00000007216,chr17:28473293-28497781:+,5,7,,,,,,1
27239,GPR162,ENSG00000250510,chr12:6821545-6829972:+,5,7,,1,,,,
55851,PSENEN,ENSG00000205155,chr19:35745114-35747519:+,5,7,,,,,1,
221393,ADGRF4,ENSG00000153294,chr6:47685864-47722021:+,5,7,,1,,,,
64787,EPS8L2,ENSG00000177106,chr11:694438-727727:+,5,7,,,,,1,
51429,SNX9,ENSG00000130340,chr6:157700387-157945077:+,5,7,Y,,,,,
55350,VNN3,ENSG00000093134,chr6:132722787-132734765:-,5,7,,,,,,
116985,ARAP1,ENSG00000186635,chr11:72685069-72793599:-,5,7,,,,,,
135656,DPCR1,ENSG00000168631,chr6:30940972-30954221:+,5,7,,,,,,
29763,PACSIN3,ENSG00000165912,chr11:47177525-47186443:-,5,7,Y,,,,1,
2845,GPR22,ENSG00000172209,chr7:107470018-107475659:+,5,7,,1,,,,
3493,IGHA1,ENSG00000211895,chr14:105707118-105708665:-,5,7,,,,,,
4991,OR1D2,ENSG00000184166,chr17:3092058-3092996:-,5,7,,1,,,,
2853,GPR31,ENSG00000120436,chr6:167156271-167158329:-,5,7,,1,,,,
221391,OPN5,ENSG00000124818,chr6:47781982-47832780:+,5,7,,1,,,,
344807,CD200R1L,ENSG00000206531,chr3:112815709-112846856:-,5,7,,,,,,
79334,OR11H2,ENSG00000258453,chr14:19712936-19713920:-,5,7,,1,,,,
2866,GPR42,ENSG00000126251,chr19:35370929-35372962:+,5,7,,1,,,,
81833,SPACA1,ENSG00000118434,chr6:88047789-88066832:+,5,7,,,,,,
390195,OR5AN1,ENSG00000176495,chr11:59364412-59365448:+,5,7,,1,,,,
56656,OR2S2,ENSG00000278889,chr9:35957108-35958154:-,5,7,,1,,,,
916,CD3E,ENSG00000198851,chr11:118304545-118316175:+,5,6.5,,,,,,
7124,TNF,ENSG00000232810,chr6:31575567-31578336:+,5,6.5,,,,,,
6804,STX1A,ENSG00000106089,chr7:73699206-73719672:-,5,6.5,,,,,,
7293,TNFRSF4,ENSG00000186827,chr1:1211326-1214138:-,5,6.5,,,,,,
9619,ABCG1,ENSG00000160179,chr21:42199689-42297244:+,5,6.5,,,,,,1
1896,EDA,ENSG00000158813,chrX:69616067-70039469:+,5,6.5,,,,,,
3784,KCNQ1,ENSG00000053918,chr11:2444684-2849109:+,5,6.5,,,1,,,
5376,PMP22,ENSG00000109099,chr17:15229777-15265326:-,5,6.5,,,,,,
1630,DCC,ENSG00000187323,chr18:52340172-53535903:+,5,6.5,,,,,,
6582,SLC22A2,ENSG00000112499,chr6:160171061-160277638:-,5,6.5,,,,,,1
3785,KCNQ2,ENSG00000075043,chr20:63400210-63472677:-,5,6.5,,,1,,,
6528,SLC5A5,ENSG00000105641,chr19:17871973-17895174:+,5,6.5,,,,,,1
64838,FNDC4,ENSG00000115226,chr2:27491883-27495245:-,5,6.5,,,,,,
8913,CACNA1G,ENSG00000006283,chr17:50561068-50627474:+,5,6.5,,,1,,,
201780,SLC10A4,ENSG00000145248,chr4:48483343-48489196:+,5,6.5,,,,,,1
6514,SLC2A2,ENSG00000163581,chr3:170996348-171026750:-,5,6.5,,,,,,1
366,AQP9,ENSG00000103569,chr15:58138169-58185911:+,5,6.5,,,,,,
64101,LRRC4,ENSG00000128594,chr7:128027071-128032107:-,5,6.5,,,,,,
27173,SLC39A1,ENSG00000143570,chr1:153959099-153968184:-,5,6.5,,,,,,1
2813,GP2,ENSG00000169347,chr16:20309572-20327808:-,5,6.5,,,,,,
9966,TNFSF15,ENSG00000181634,chr9:114784635-114806126:-,5,6.5,,,,,,
5127,CDK16,ENSG00000102225,chrX:47217860-47229997:+,5,6.5,Y,,,1,,
112476,PRRT2,ENSG00000167371,chr16:29811382-29815892:+,5,6.5,,,,,,
341208,HEPHL1,ENSG00000181333,chr11:94021361-94113751:+,5,6.5,,,,,,
148229,ATP8B3,ENSG00000130270,chr19:1782075-1812276:-,5,6.5,,,,,,1
6570,SLC18A1,ENSG00000036565,chr8:20144855-20183206:-,5,6.5,,,,,,1
11033,ADAP1,ENSG00000105963,chr7:897901-955407:-,5,6.5,,,,,,
9132,KCNQ4,ENSG00000117013,chr1:40784012-40840452:+,5,6.5,,,1,,,
3786,KCNQ3,ENSG00000184156,chr8:132120859-132480953:-,5,6.5,,,1,,,
8643,PTCH2,ENSG00000117425,chr1:44819844-44843063:-,5,6.5,,,,,,
4185,ADAM11,ENSG00000073670,chr17:44759031-44781846:+,5,6.5,,,,,1,
3745,KCNB1,ENSG00000158445,chr20:49363877-49482647:-,5,6.5,,,1,,,
57127,RHBG,ENSG00000132677,chr1:156369212-156385219:+,5,6.5,,,,,,
388662,SLC6A17,ENSG00000197106,chr1:110150486-110202202:+,5,6.5,,,,,,1
3759,KCNJ2,ENSG00000123700,chr17:70168673-70180048:+,5,6.5,,,1,,,
10261,IGSF6,ENSG00000140749,chr16:21639537-21652660:-,5,6.5,,,,,,
3770,KCNJ14,ENSG00000182324,chr19:48455509-48466980:+,5,6.5,,,1,,,
25823,TPSG1,ENSG00000116176,chr16:1221651-1225257:-,5,6.5,,,,,1,
375387,NRROS,ENSG00000174004,chr3:196639686-196662004:+,5,6.5,,,,,,
284759,SIRPB2,ENSG00000196209,chr20:1470741-1491587:-,5,6.5,,,,,,
57689,LRRC4C,ENSG00000148948,chr11:40114203-41459773:-,5,6.5,,,,,,
10893,MMP24,ENSG00000125966,chr20:35226654-35277000:+,5,6.5,,,,,1,
56253,CRTAM,ENSG00000109943,chr11:122838500-122872639:+,5,6.5,,,,,,
9427,ECEL1,ENSG00000171551,chr2:232479827-232487828:-,5,6.5,,,,,1,
23584,VSIG2,ENSG00000019102,chr11:124747472-124752238:-,5,6.5,,,,,,
146395,GSG1L,ENSG00000169181,chr16:27787535-28063509:-,5,6.5,,,,,,
6323,SCN1A,ENSG00000144285,chr2:165989160-166128047:-,5,6.5,,,1,,,
7380,UPK3A,ENSG00000100373,chr22:45284982-45295874:+,5,6.5,,,,,,
57419,SLC24A3,ENSG00000185052,chr20:19212646-19722937:+,5,6.5,,,,,,1
255324,EPGN,ENSG00000182585,chr4:74308473-74315307:+,5,6.5,,,,,,
85445,CNTNAP4,ENSG00000152910,chr16:76277278-76559238:+,5,6.5,,,,,,
53833,IL20RB,ENSG00000174564,chr3:136946230-137011085:+,5,6.5,,,,,,
219527,LRRC55,ENSG00000183908,chr11:57181747-57191717:+,5,6.5,,,1,,,
4062,LY6H,ENSG00000176956,chr8:143157914-143160711:-,5,6.5,,,,,,
79589,RNF128,ENSG00000133135,chrX:106693794-106796993:+,5,6.5,,,,,1,
114798,SLITRK1,ENSG00000178235,chr13:83877205-83882393:-,5,6.5,,,,,,
4224,MEP1A,ENSG00000112818,chr6:46793390-46839782:+,5,6.5,,,,,,
6549,SLC9A2,ENSG00000115616,chr2:102619707-102711318:+,5,6.5,,,,,,1
6511,SLC1A6,ENSG00000105143,chr19:14950034-15022990:-,5,6.5,,,,,,1
220963,SLC16A9,ENSG00000165449,chr10:59650761-59736002:-,5,6.5,,,,,,1
115584,SLC5A11,ENSG00000158865,chr16:24845841-24911628:+,5,6.5,,,,,,1
22997,IGSF9B,ENSG00000080854,chr11:133908564-133956985:-,5,6.5,,,,,,
57228,SMAGP,ENSG00000170545,chr12:51244558-51270890:-,5,6.5,,,,,,
161357,MDGA2,ENSG00000139915,chr14:46839629-47674954:-,5,6.5,,,,,,
85450,ITPRIP,ENSG00000148841,chr10:104309698-104338404:-,5,6.5,,,,,,
10917,BTNL3,ENSG00000168903,chr5:180988845-181006727:+,5,6.5,,,,,,
149466,C1orf210,ENSG00000253313,chr1:43281883-43285617:-,5,6.5,,,,,,
23531,MMD,ENSG00000108960,chr17:55392613-55421992:-,5,6.5,,,,,,
388336,SHISA6,ENSG00000188803,chr17:11241263-11564063:+,5,6.5,,,,,,
6543,SLC8A2,ENSG00000118160,chr19:47428017-47472168:-,5,6.5,,,,,,1
56660,KCNK12,ENSG00000184261,chr2:47516581-47570939:-,5,6.5,,,1,,,
254228,FAM26E,ENSG00000178033,chr6:116511646-116524792:+,5,6.5,,,1,,,
153579,BTNL9,ENSG00000165810,chr5:181040225-181061523:+,5,6.5,,,,,,
6554,SLC10A1,ENSG00000100652,chr14:69775417-69797289:-,5,6.5,,,,,,1
7289,TULP3,ENSG00000078246,chr12:2877223-2941140:+,5,6.5,,,,,,
1318,SLC31A2,ENSG00000136867,chr9:113150942-113164137:+,5,6.5,,,,,,1
343,AQP8,ENSG00000103375,chr16:25215731-25228940:+,5,6.5,,,,,,
57156,TMEM63C,ENSG00000165548,chr14:77116568-77259495:+,5,6.5,,,1,,,
140578,CHODL,ENSG00000154645,chr21:17901263-18267373:+,5,6.5,,,,,,
27439,CECR6,ENSG00000183307,chr22:17116299-17121367:-,5,6.5,,,,,,
132014,IL17RE,ENSG00000163701,chr3:9902612-9916402:+,5,6.5,,,,,,
401399,PRRT4,ENSG00000224940,chr7:128350325-128361685:-,5,6.5,,,,,,
441631,TSPAN11,ENSG00000110900,chr12:30926428-30996599:+,5,6.5,,,,,,
375323,LHFPL4,ENSG00000156959,chr3:9498361-9553802:-,5,6.5,,,,,,
192683,SCAMP5,ENSG00000198794,chr15:74957219-75021496:+,5,6.5,,,,,,
57864,SLC46A2,ENSG00000119457,chr9:112878920-112890913:-,5,6.5,,,,,,1
133308,SLC9B2,ENSG00000164038,chr4:103019868-103085829:-,5,6.5,,,,,,1
79844,ZDHHC11,ENSG00000188818,chr5:795606-850986:-,5,6.5,,,,,1,
150372,NFAM1,ENSG00000235568,chr22:42380410-42432395:-,5,6.5,,,,,,
9890,LPPR4,ENSG00000117600,chr1:99263953-99309590:+,5,6.5,,,,,1,
112609,MRAP2,ENSG00000135324,chr6:84033756-84090881:+,5,6.5,,,,,,
729956,SHISA7,ENSG00000187902,chr19:55428740-55442863:-,5,6.5,,,,,,
28968,SLC6A16,ENSG00000063127,chr19:49289638-49325225:-,5,6.5,,,,,,1
80723,SLC35G2,ENSG00000168917,chr3:136818647-136855892:+,5,6.5,,,,,,1
83698,CALN1,ENSG00000183166,chr7:71779491-72447151:-,5,6.5,,,,,,
269,AMHR2,ENSG00000135409,chr12:53423855-53431534:+,5,6.5,,,,1,,
339390,CLEC4G,ENSG00000182566,chr19:7728957-7733906:-,5,6.5,,,,,,
132204,SYNPR,ENSG00000163630,chr3:63228315-63616921:+,5,6.5,,,,,,
55146,ZDHHC4,ENSG00000136247,chr7:6577434-6589374:+,5,6.5,,,,,1,
145407,C14orf37,ENSG00000139971,chr14:57999735-58298139:-,5,6.5,,,,,,
653082,ZDHHC11B,ENSG00000206077,chr5:710360-766952:-,5,6.5,,,,,1,
30816,ERVW-1,ENSG00000242950,chr7:92468380-92477986:-,5,6.5,,,,,,
57611,ISLR2,ENSG00000167178,chr15:74100311-74138540:+,5,6.5,,,,,,
29954,POMT2,ENSG00000009830,chr14:77274956-77320884:-,5,6.5,,,,,1,
1089,CEACAM4,ENSG00000105352,chr19:41618971-41627074:-,5,6.5,,,,,,
405754,ERVFRD-1,ENSG00000244476,chr6:11102489-11111732:-,5,6.5,,,,,,
344838,PAQR9,ENSG00000188582,chr3:142949164-142963682:-,5,6.5,,,,,,
53832,IL20RA,ENSG00000016402,chr6:136999971-137045180:-,5,6.5,,,,,,
121601,ANO4,ENSG00000151572,chr12:100717526-101128641:+,5,6.5,,,,,,
419,ART3,ENSG00000156219,chr4:76011184-76112802:+,5,6.5,,,,,1,
387804,VSTM5,ENSG00000214376,chr11:93818232-93850531:-,5,6.5,,,,,,
3758,KCNJ1,ENSG00000151704,chr11:128836315-128867373:-,5,6.5,,,1,,,
80731,THSD7B,ENSG00000144229,chr2:136765545-137677717:+,5,6.5,,,,,,
114571,SLC22A9,ENSG00000149742,chr11:63369789-63410294:+,5,6.5,,,,,,1
389118,CDHR4,ENSG00000187492,chr3:49790732-49799835:-,5,6.5,,,,,,
23416,KCNH3,ENSG00000135519,chr12:49539157-49558308:+,5,6.5,,,1,,,
161003,STOML3,ENSG00000133115,chr13:38965925-38991066:-,5,6.5,,,,,,
7007,TECTA,ENSG00000109927,chr11:121101173-121191493:+,5,6.5,,,,,,
3763,KCNJ6,ENSG00000157542,chr21:37607376-37916446:-,5,6.5,,,1,,,
2515,ADAM2,ENSG00000104755,chr8:39743735-39838289:-,5,6.5,,,,,1,
6512,SLC1A7,ENSG00000162383,chr1:53087179-53142632:-,5,6.5,,,,,,1
84133,ZNRF3,ENSG00000183579,chr22:28883592-29057487:+,5,6.5,,,,,1,
54586,EQTN,ENSG00000120160,chr9:27284659-27297139:-,5,6.5,,,,,,
125931,CEACAM20,ENSG00000273777,chr19:44501677-44529788:-,5,6.5,,,,,,
22987,SV2C,ENSG00000122012,chr5:76083172-76353939:+,5,6.5,,,,,,
286183,NKAIN3,ENSG00000185942,chr8:62248591-62999652:+,5,6.5,,,,,1,
140679,SLC32A1,ENSG00000101438,chr20:38724462-38729372:+,5,6.5,,,,,,1
150165,XKR3,ENSG00000172967,chr22:16783412-16821699:-,5,6.5,,,,,,
53942,CNTN5,ENSG00000149972,chr11:99020953-100358885:+,5,6.5,,,,,,
26266,SLC13A4,ENSG00000164707,chr7:135681237-135729258:-,5,6.5,,,,,,1
222662,LHFPL5,ENSG00000197753,chr6:35805293-35833874:+,5,6.5,,,,,,
257062,CATSPERD,ENSG00000174898,chr19:5720677-5778734:+,5,6.5,,,,,,
27091,CACNG5,ENSG00000075429,chr17:66835117-66885486:+,5,6.5,,,1,,,
57084,SLC17A6,ENSG00000091664,chr11:22338097-22379503:+,5,6.5,,,,,,1
11086,ADAM29,ENSG00000168594,chr4:174829668-174978180:+,5,6.5,,,,,1,
284359,IZUMO1,ENSG00000182264,chr19:48740852-48746909:-,5,6.5,,,,,,
9389,SLC22A14,ENSG00000144671,chr3:38282294-38318575:+,5,6.5,,,,,,1
92736,OTOP2,ENSG00000183034,chr17:74924275-74933912:+,5,6.5,,,,,,
63982,ANO3,ENSG00000134343,chr11:26309599-26663288:+,5,6.5,,,,,,
285220,EPHA6,ENSG00000080224,chr3:96814581-97752460:+,5,6.5,,,,1,,
10345,TRDN,ENSG00000186439,chr6:123216339-123637093:-,5,6.5,,,,,,
246213,SLC17A8,ENSG00000179520,chr12:100357079-100422059:+,5,6.5,,,,,,1
117532,TMC2,ENSG00000149488,chr20:2536607-2641784:+,5,6.5,,,1,,,
644070,RP11-477N12.3,ENSG00000214978,chr17:9802386-9822071:-,5,6.5,,,,,,
347741,OTOP3,ENSG00000182938,chr17:74935719-74949992:+,5,6.5,,,,,,
144448,TSPAN19,ENSG00000231738,chr12:85014311-85036277:-,5,6.5,,,,,,
221301,FAM26D,ENSG00000164451,chr6:116529013-116558868:+,5,6.5,,,1,,,
619207,SCART1,ENSG00000214279,chr10:133453928-133523558:+,5,6.5,,,,,,
8877,SPHK1,ENSG00000176170,chr17:76376584-76387860:+,5,6,,,,1,,
6850,SYK,ENSG00000165025,chr9:90801787-90898549:+,5,6,,,,1,,
4023,LPL,ENSG00000175445,chr8:19901717-19967258:+,5,6,,,,,1,
56288,PARD3,ENSG00000148498,chr10:34109560-34815325:-,5,6,,,,,,
57111,RAB25,ENSG00000132698,chr1:156061160-156070514:+,5,6,Y,,,,1,
5294,PIK3CG,ENSG00000105851,chr7:106865278-106907145:+,5,6,,,,1,,
116372,LYPD1,ENSG00000150551,chr2:132644853-132671579:-,5,6,,,,,,
3730,ANOS1,ENSG00000011201,chrX:8528874-8732187:-,5,6,,,,,,
10125,RASGRP1,ENSG00000172575,chr15:38488103-38565575:-,5,6,,,,,,
4046,LSP1,ENSG00000130592,chr11:1852970-1892267:+,5,6,Y,,,,,
322,APBB1,ENSG00000166313,chr11:6395124-6419414:-,5,6,,,,,,
26507,CNNM1,ENSG00000119946,chr10:99329099-99394330:+,5,6,,,,,,
5064,PALM,ENSG00000099864,chr19:708939-748329:+,5,6,Y,,,,,
57530,CGN,ENSG00000143375,chr1:151510510-151538692:+,5,6,,,,,,
23643,LY96,ENSG00000154589,chr8:73991352-74029087:+,5,6,,,,,,
64221,ROBO3,ENSG00000154134,chr11:124865386-124881470:+,5,6,,,,,,
8394,PIP5K1A,ENSG00000143398,chr1:151197949-151249536:+,5,6,,,,1,,
23413,NCS1,ENSG00000107130,chr9:130172578-130237304:+,5,6,,,,,,
9873,FCHSD2,ENSG00000137478,chr11:72836745-73142261:-,5,6,Y,,,,,
30845,EHD3,ENSG00000013016,chr2:31234337-31269447:+,5,6,Y,,,,,
145567,TTC7B,ENSG00000165914,chr14:90524564-90816479:-,5,6,,,,,,
55515,ASIC4,ENSG00000072182,chr2:219514170-219538772:+,5,6,,,1,,,
9266,CYTH2,ENSG00000105443,chr19:48469032-48482314:+,5,6,,,,,,
54718,BTN2A3P,ENSG00000124549,chr6:26421391-26432383:+,5,6,,,,,,
3501,IGHG2,ENSG00000211893,chr14:105643052-105644790:-,5,6,,,,,,
417,ART1,ENSG00000129744,chr11:3645128-3664416:+,5,6,,,,,1,
64743,WDR13,ENSG00000101940,chrX:48590042-48608867:+,5,6,,,,,,
206338,LVRN,ENSG00000172901,chr5:115962454-116027619:+,5,6,,,,,1,
6975,TECTB,ENSG00000119913,chr10:112283735-112305035:+,5,6,,,,,,
83639,TEX101,ENSG00000131126,chr19:43401496-43418597:+,5,6,,,,,,
9846,GAB2,ENSG00000033327,chr11:78215297-78418348:-,5,5.5,,,,,,
2869,GRK5,ENSG00000198873,chr10:119207589-119459742:+,5,5.5,,,,1,,
4842,NOS1,ENSG00000089250,chr12:117208142-117452170:-,5,5.5,,,,,1,
9699,RIMS2,ENSG00000176406,chr8:103500748-104256094:+,5,5.5,,,,,,
27151,CPAMD8,ENSG00000160111,chr19:16892947-17026815:-,5,5.5,,,,,,
150084,IGSF5,ENSG00000183067,chr21:39745407-39802096:+,5,5.5,,,,,,
646627,LYPD8,ENSG00000259823,chr1:248718649-248755739:-,5,5.5,,,,,,
200879,LIPH,ENSG00000163898,chr3:185506262-185552613:-,5,5.5,,,,,1,
100271927,RASA4B,ENSG00000170667,chr7:102482445-102517781:-,5,5.5,,,,,1,
81406,OR2W6P,ENSG00000168126,chr6:27937465-27938403:+,5,5.5,,1,,,,
119764,OR4X2,ENSG00000172208,chr11:48245056-48246080:+,5,5.5,,1,,,,
390756,OR3A4P,ENSG00000180068,chr17:3310312-3311189:+,5,5.5,,1,,,,
26492,OR8G2P,ENSG00000181214,chr11:124224732-124225639:+,5,5.5,,1,,,,
26211,OR2F1,ENSG00000213215,chr7:143959927-143961015:+,5,5.5,,1,,,,
653166,OR1D4,ENSG00000255095,chr17:3240676-3241614:+,5,5.5,,1,,,,
403257,OR4C45,ENSG00000260811,chr11:50032874-50033794:+,5,5.5,,1,,,,
8391,OR1P1,ENSG00000262085,chr17:3153889-3154882:-,5,5.5,,1,,,,
128367,OR10X1,ENSG00000279111,chr1:158578919-158579899:-,5,5.5,,,,,,
219428,OR4C16,ENSG00000279514,chr11:55572128-55573060:+,5,5.5,,,,,,
219479,OR5R1,ENSG00000279961,chr11:56417258-56418232:-,5,5.5,,1,,,,
347169,OR1B1,ENSG00000280094,chr9:122628579-122629573:-,5,5.5,,1,,,,
219959,OR1S1,ENSG00000280204,chr11:58214745-58215723:+,5,5.5,,,,,,
283617,OR4K3,ENSG00000176290,chr14:19868242-19869143:-,5,5.5,,1,,,,
317702,VN1R3,ENSG00000180663,chr16:31807926-31808844:-,5,5.5,,1,,,,
65944,OR2B8P,ENSG00000182477,chr6:28053228-28054165:-,5,5.5,,1,,,,
81431,OR5AC1,ENSG00000213439,chr3:98064472-98065396:+,5,5.5,,1,,,,
81315,OR4A8,ENSG00000225997,chr11:54682877-54683821:+,5,5.5,,1,,,,
26495,OR9A1P,ENSG00000237621,chr7:141887148-141888092:+,5,5.5,,1,,,,
391121,OR10J4,ENSG00000249730,chr1:159432204-159433138:+,5,5.5,,1,,,,
391190,OR2L8,ENSG00000279263,chr1:247948858-247949796:+,5,5.5,,,,,,
390142,OR5D13,ENSG00000279761,chr11:55773438-55774382:+,5,5.5,,,,,,
55600,ITLN1,ENSG00000179914,chr1:160876539-160885170:-,5,5,,,,,,
8837,CFLAR,ENSG00000003402,chr2:201116104-201176687:+,5,5,,,,,,
3001,GZMA,ENSG00000145649,chr5:55102648-55110252:+,5,5,,,,,1,
23189,KANK1,ENSG00000107104,chr9:470291-746106:+,5,5,,,,,,
7006,TEC,ENSG00000135605,chr4:48135783-48269864:-,5,5,,,,1,,
128853,DUSP15,ENSG00000149599,chr20:31847637-31870747:-,5,5,Y,,,,1,
5775,PTPN4,ENSG00000088179,chr2:119759631-119983818:+,5,5,Y,,,,1,
2268,FGR,ENSG00000000938,chr1:27612064-27635277:-,5,5,Y,,,1,,
5141,PDE4A,ENSG00000065989,chr19:10416773-10469631:+,5,5,,,,,1,
1740,DLG2,ENSG00000150672,chr11:83455012-85627922:-,5,5,,,,,,
154796,AMOT,ENSG00000126016,chrX:112774503-112840815:-,5,5,,,,,,
27134,TJP3,ENSG00000105289,chr19:3708109-3750813:+,5,5,Y,,,,,
26051,PPP1R16B,ENSG00000101445,chr20:38805705-38923024:+,5,5,,,,,1,
127700,OSCP1,ENSG00000116885,chr1:36415827-36450451:-,5,5,,,,,,
50855,PARD6A,ENSG00000102981,chr16:67660946-67662778:+,5,5,,,,,,
7512,XPNPEP2,ENSG00000122121,chrX:129738974-129769538:+,5,5,,,,,1,
503542,SPRN,ENSG00000203772,chr10:133420666-133424572:-,5,5,,,,,,
339221,ENPP7,ENSG00000182156,chr17:79730919-79742222:+,5,5,,,,,1,
84552,PARD6G,ENSG00000178184,chr18:80157232-80247546:-,5,5,,,,,,
27289,RND1,ENSG00000172602,chr12:48857145-48865898:-,5,5,Y,,,,1,
2694,GIF,ENSG00000134812,chr11:59829268-59845501:-,5,5,,,,,,
5913,RAPSN,ENSG00000165917,chr11:47437757-47449178:-,5,5,Y,,,,,
2765,GML,ENSG00000104499,chr8:142834247-142916506:+,5,5,,,,,,
28577,TRBV12-3,ENSG00000274752,chr7:142560423-142560931:+,5,5,,,,,,
137797,LYPD2,ENSG00000197353,chr8:142750150-142752534:-,5,5,,,,,,
55997,CFC1,ENSG00000136698,chr2:130592168-130599575:-,5,5,,,,,,
285966,TCAF2,ENSG00000170379,chr7:143620950-143730409:+,5,5,,,,,1,
84260,TCHP,ENSG00000139437,chr12:109900264-109983841:+,5,5,,,,,,
130749,CPO,ENSG00000144410,chr2:206939554-206969474:+,5,5,,,,,1,
28893,IGKV1D-39,ENSG00000251546,chr2:89862482-89862981:+,5,5,,,,,,
28664,TRAV19,ENSG00000211799,chr14:22007512-22008181:+,5,5,,,,,,
147719,LYPD4,ENSG00000273111,chr19:41837074-41844697:-,5,5,,,,,,
28907,IGKV5-2,ENSG00000211599,chr2:88897232-88897784:+,5,5,,,,,,
28820,IGLV1-51,ENSG00000211644,chr22:22322472-22322980:+,5,5,,,,,,
3503,IGHG4,ENSG00000211892,chr14:105624341-105626066:-,5,5,,,,,,
340990,OTOG,ENSG00000188162,chr11:17547373-17647150:+,5,5,,,,,,
360226,PRSS41,ENSG00000215148,chr16:2798485-2805132:+,5,5,,,,,1,
100129094,BTNL10,ENSG00000215811,chr1:228508655-228512305:-,5,5,,,,,,
644444,TMEM30C,ENSG00000235156,chr3:100185824-100194191:+,5,5,,,,,,
9777,TM9SF4,ENSG00000101337,chr20:32109506-32167258:+,4,12.5,,,,,,
4267,CD99,ENSG00000002586,chrX:2691179-2741309:+,4,12,,,,,,
2782,GNB1,ENSG00000078369,chr1:1785285-1891117:-,4,12,,,,,,
10424,PGRMC2,ENSG00000164040,chr4:128269237-128288829:-,4,12,,,,,,
811,CALR,ENSG00000179218,chr19:12938578-12944489:+,4,11.5,,,,,,
3703,STT3A,ENSG00000134910,chr11:125591712-125625215:+,4,11.5,,,,,1,
10134,BCAP31,ENSG00000185825,chrX:153700497-153724697:-,4,11.5,,,,,,
9218,VAPA,ENSG00000101558,chr18:9914002-9960021:+,4,11.5,,,,,,
2734,GLG1,ENSG00000090863,chr16:74447427-74607144:-,4,11.5,,,,,,
23344,ESYT1,ENSG00000139641,chr12:56118250-56144671:+,4,11.5,,,,,,
5879,RAC1,ENSG00000136238,chr7:6374523-6403977:+,4,11,Y,,,,1,
1213,CLTC,ENSG00000141367,chr17:59619689-59696956:+,4,11,Y,,,,,
57650,KIAA1524,ENSG00000163507,chr3:108549869-108589644:-,4,11,,,,,,
10970,CKAP4,ENSG00000136026,chr12:106237877-106304279:-,4,11,,,,,,
2773,GNAI3,ENSG00000065135,chr1:109548611-109618321:+,4,11,,,,,,
998,CDC42,ENSG00000070831,chr1:22052627-22092946:+,4,10.5,Y,,,,1,
8673,VAMP8,ENSG00000118640,chr2:85561562-85582031:+,4,10.5,,,,,,
91289,LMF2,ENSG00000100258,chr22:50502949-50507691:-,4,10.5,,,,,1,
567,B2M,ENSG00000166710,chr15:44711477-44718877:+,4,10,,,,,,
5034,P4HB,ENSG00000185624,chr17:81843159-81860694:-,4,10,,,,,1,
4134,MAP4,ENSG00000047849,chr3:47850690-48089272:-,4,10,,,,,,
1785,DNM2,ENSG00000079805,chr19:10718079-10833488:+,4,10,,,,,,
23225,NUP210,ENSG00000132182,chr3:13316235-13420309:-,4,10,,,,,,
79026,AHNAK,ENSG00000124942,chr11:62433542-62556235:-,4,10,,,,,,
1729,DIAPH1,ENSG00000131504,chr5:141515016-141619055:-,4,10,,,,,,
857,CAV1,ENSG00000105974,chr7:116524785-116561184:+,4,9.5,,,,,,
2683,B4GALT1,ENSG00000086062,chr9:33104082-33167356:-,4,9.5,,,,,1,
121457,IKBIP,ENSG00000166130,chr12:98613405-98645113:-,4,9.5,,,,,1,
64747,MFSD1,ENSG00000118855,chr3:158732198-158829719:+,4,9.5,,,,,,
6845,VAMP7,ENSG00000124333,chrX:155881293-155943769:+,4,9.5,,,,,,
348980,HCN1,ENSG00000164588,chr5:45259247-45696151:-,4,9.5,,,1,,,
11018,TMED1,ENSG00000099203,chr19:10832438-10836318:-,4,9.5,,,,,,
3936,LCP1,ENSG00000136167,chr13:46125920-46211871:-,4,9,Y,,,,,
382,ARF6,ENSG00000165527,chr14:49893092-49897054:+,4,9,,,,,1,
25932,CLIC4,ENSG00000169504,chr1:24745357-24844324:+,4,9,,,1,,,
826,CAPNS1,ENSG00000126247,chr19:36139575-36150353:+,4,9,,,,,,
2770,GNAI1,ENSG00000127955,chr7:80133955-80219402:+,4,9,Y,,,,,
11021,RAB35,ENSG00000111737,chr12:120095095-120117502:-,4,9,Y,,,,1,
55361,PI4K2A,ENSG00000155252,chr10:97640686-97676434:+,4,9,,,,1,,
3119,HLA-DQB1,ENSG00000179344,chr6:32659467-32668383:-,4,8.5,,,,,,
818,CAMK2G,ENSG00000148660,chr10:73812501-73874591:-,4,8.5,Y,,,1,,
2035,EPB41,ENSG00000159023,chr1:28887091-29120046:+,4,8.5,,,,,,
10581,IFITM2,ENSG00000185201,chr11:307631-315272:+,4,8.5,,,,,,
23250,ATP11A,ENSG00000068650,chr13:112690329-112887168:+,4,8.5,,,,,,1
160897,GPR180,ENSG00000152749,chr13:94601903-94634645:+,4,8.5,,,,,,
10228,STX6,ENSG00000135823,chr1:180972712-181023121:-,4,8.5,,,,,,
113178,SCAMP4,ENSG00000227500,chr19:1905214-1926013:+,4,8.5,,,,,,
