UNIPROT	Entrez	symbol	GBM_GTEX.Y8DK.0011.R10A.SM.HAKY1	GBM_GTEX.UTHO.0011.R10A.SM.HAKY2	GBM_GTEX.R55F.0011.R10A.SM.HAKXY	GBM_GTEX.QVJO.0011.R10A.SM.HAKXV	GBM_GTEX.P44H.0011.R10A.SM.HAKXX	GBM_GTEX.RU72.0011.R10A.SM.HAKXS	GBM_GTEX.RN5K.0011.R10A.SM.HAKXU	GBM_GTEX.WVLH.0011.R10A.SM.HAKXZ	GBM_GTEX.Q2AG.0011.R10A.SM.HAKXT	GBM_GTEX.NPJ7.0011.R10A.SM.HAKXW
Q96DH6	124540	MSI2	-0.520489226	-0.600768261	-0.555939865	-0.392657646	-0.681938678	-0.425821325	-0.566315475	-0.480183307	-0.613004304	-0.624093022
Q96DI7	9410	SNRNP40	-0.545715497	-0.489362674	-0.130502124	-0.157614688	-0.267645604	-0.230141533	-0.331029358	-0.179024916	-0.415600051	-0.384555788
Q96DM3	29919	RMC1	0.290392167	0.310420904	0.350660251	0.363416864	0.338531043	0.373964131	0.40210692	0.319454967	0.269063235	0.326385773
Q96DN5	93594	TBC1D31	0.124105622	-0.171455272	-0.670848648	NA	-1.653156379	-0.080005348	0.161404853	NA	-0.17820967	NA
Q96DP5	123263	MTFMT	0.528379847	0.507231021	0.514324839	0.589882698	0.586411046	0.549005444	0.459914775	0.852941193	0.732466714	0.656115901
Q96DR7	26084	ARHGEF26	-0.235448756	-0.408506883	-0.400879587	-0.53191832	-0.472521035	-0.890454761	-0.33340459	-0.602558505	-0.172039211	-0.070519321
Q96DT5	8701	DNAH11	0.345810658	0.062165788	0.268483272	0.032476245	0.641615665	0.062902889	0.124463723	0.220056391	0.272448624	0.42975982
Q96DT6	84938	ATG4C	0.195168312	0.323817244	0.379240067	0.162539921	0.356760059	0.553929354	0.462708669	0.178240354	0.10952106	0.114582443
Q96DT7	65986	ZBTB10	0.210887768	-1.312168752	-0.343210766	0.538745342	-0.047773484	-0.529256036	-0.008895388	-3.164243187	0.045255036	-0.76833165
Q96DU7	80271	ITPKC	-0.186321823	-0.16155535	-0.253807303	-0.285117295	-0.546910244	-0.498486955	-0.583880071	-0.97557854	-0.218235721	-0.458905137
Q96DV4	64978	MRPL38	0.245932855	0.165191671	0.286457191	0.145864147	0.050624743	0.127183709	0.230839825	0.31197809	0.185843351	0.110213396
Q96DX4	89970	RSPRY1	0.164260574	0.182502284	0.247128498	0.16500226	0.068378544	0.141749683	0.228850375	0.168490552	0.382262779	0.253812429
Q96DX7	54765	TRIM44	0.181901434	0.325432156	0.243040358	0.249735185	0.0856532	0.183292399	0.013538321	NA	0.392220788	-0.04553446
Q96DZ1	27248	ERLEC1	0.253278662	0.278562697	0.173641593	0.134084481	0.312910554	0.246547462	0.188822017	0.274888754	0.193037179	0.195175931
Q96DZ5	25999	CLIP3	0.603313439	0.572671384	0.482063756	0.515385178	0.557096134	0.608664558	0.446767127	0.69089299	0.614640824	0.507275174
Q96DZ9	116173	CMTM5	0.436587561	0.178911528	0.368915662	0.207051846	-0.376564828	0.573967884	0.371010404	0.015525864	-0.040481958	0.286378047
Q96E09	116224	PABIR1	0.065183365	-0.113961032	0.238446029	-0.086438968	0.002379613	-0.022783498	0.112354976	-0.017471899	0.241757925	0.03934979
Q96E11	92399	MRRF	0.261101867	0.320194086	0.200169109	0.263448232	0.204987141	0.16322721	0.161178361	0.278314895	0.273537395	0.364859405
Q96E17	115827	RAB3C	2.126059284	0.904224737	0.920091111	1.099992145	1.173643004	1.104350867	1.02731844	1.202330889	1.439852823	1.12996237
Q96E22	116150	NUS1	NA	-0.165241481	0.188182837	0.082016414	0.126614977	-0.356496907	0.157128589	NA	-0.159736131	0.038577614
Q96E29	51001	MTERF3	0.428859485	-0.03554202	0.397962203	0.302215158	0.263530864	0.259450519	0.237259918	0.131880878	0.137840043	0.274897849
Q96E39	494115	RBMXL1	-0.402648342	-0.581020685	-0.436600271	-0.435122081	-0.57616436	-0.711775246	-0.596271247	-0.188082145	-0.369478084	-0.513366958
Q96E52	115209	OMA1	-0.038751029	-0.037140785	-0.157897314	-0.043813936	0.051015104	-0.023690809	0.08595515	0.284418822	0.277140787	0.015453174
Q96EA4	54908	SPDL1	-0.04873438	NA	-0.46764756	NA	-0.130430646	0.224610045	-0.125466318	NA	0.135876747	-0.043272322
Q96EB1	26610	ELP4	0.037564491	-0.100987269	-0.090898419	-0.096083155	-0.058395058	0.023717648	0.109434394	-0.026729999	-0.083373916	0.07363968
Q96EB6	23411	SIRT1	0.005667594	0.060779084	0.003434964	-0.112782228	-0.197284492	0.068006282	-0.125884877	-0.29005654	-0.283713979	0.034532976
Q96EC8	286451	YIPF6	-0.193720665	-0.432453536	-0.464869876	0.283787884	0.079865927	-0.003284315	NA	0.006301908	0.175524341	0.017181349
Q96ED9	29911	HOOK2	0.200093571	0.130522936	0.138592913	0.192002086	0.280497924	0.179140216	-0.051187503	0.305314916	0.274770131	0.027859346
Q96EE3	81929	SEH1L	-0.111308828	-0.219251621	-0.054853595	0.016865487	0.018984864	0.017407535	-0.031795892	-0.12340736	0.054689967	-0.008615883
Q96EF6	115290	FBXO17	-0.22591244	-0.063414217	0.049432929	0.024151098	-0.226741729	-0.393872379	-0.617149136	-0.031173889	0.166061175	0.145966277
Q96EH3	115416	MALSU1	0.120190638	0.09943821	-0.054064141	-0.251777087	0.242202362	1.056793497	0.232114603	0.167742611	0.454855007	0.313213135
Q96EI5	79921	TCEAL4	-0.334485034	-0.441489601	-0.274727452	-0.280601002	-0.502418082	-0.48112273	-0.440601376	-0.220304621	-0.467930224	-0.672771534
Q96EK4	57215	THAP11	-0.145235195	-0.2331751	-0.390378322	-0.45423916	-0.097705846	0.080597011	-0.02082093	0.047628928	-0.359621231	-0.2084991
Q96EK5	26128	KIFBP	0.332943756	0.17020326	0.170571626	0.247055996	0.342007662	0.209080716	0.280022953	0.217312239	0.281542732	0.268459555
Q96EK6	64841	GNPNAT1	-0.307243099	-0.353904615	-0.276685078	-0.521965963	-0.363926433	-0.21483369	-0.052208834	-0.189338082	-0.187301231	-0.239062714
Q96EK7	84498	FAM120B	0.137657267	0.149700038	0.203304591	0.172947223	0.160282515	0.134977024	0.033265208	-0.108043962	0.136763844	0.044081378
Q96EK9	112970	KTI12	-0.11468407	-0.098264947	0.054714496	0.031872741	-0.115634917	0.104377132	-0.115762066	0.093571682	-0.154448081	-0.108296272
Q96EL2	64951	MRPS24	0.263153802	0.384805431	0.451150888	0.280704353	0.231416718	-0.174654581	0.053399663	0.25260595	NA	0.129290863
Q96EL3	116540	MRPL53	0.19877581	0.175884905	0.221052965	0.064195358	0.157188157	-0.045195974	-0.176094734	0.216316528	0.089922142	0.18444724
Q96EM0	112849	L3HYPDH	-0.432851525	-0.428401885	-0.490126887	-0.974805182	-0.28911168	-0.325034686	-0.137707725	-0.707552588	-0.640645814	-0.323705862
Q96EP0	55072	RNF31	-0.089683179	-0.001576353	-0.0562787	0.023931739	0.003302939	0.001389506	0.106102251	0.012278995	-0.037673531	-0.003383693
Q96EP1	55743	CHFR	0.123795292	0.058978129	-0.055262102	0.490726758	-0.104570782	0.09807485	-0.128849883	-0.159819727	-0.100664459	NA
Q96EP5	26528	DAZAP1	0.23625537	0.023061403	0.148558259	0.064061623	0.23382817	0.104160862	-0.245996731	0.118609757	0.024018914	0.078550082
Q96EP9	201780	SLC10A4	NA	0.445288202	0.448346343	0.440431843	0.351985029	0.583839437	NA	0.62345601	0.252751333	NA
Q96EQ0	54557	SGTB	0.950492833	0.824132345	0.993768586	0.934760001	0.77022012	1.297838644	0.885752684	1.025879257	0.97304377	0.811614462
Q96ER3	113174	SAAL1	-0.726412271	-0.971137666	-0.18033361	-0.934297072	-0.428486234	-0.58367286	-0.944523574	-0.512336028	-0.133304658	-0.537734547
Q96ER9	79714	CCDC51	0.390417995	0.325720692	0.420833674	0.574545137	0.427591311	0.447632613	0.187761239	0.523344106	0.427576802	0.584407159
Q96ES6	113655	MFSD3	0.520099175	NA	0.58897503	0.403831802	0.03919027	0.379949413	0.105979959	NA	NA	0.076057118
Q96ES7	112869	SGF29	-0.025004857	-0.211446417	0.092540452	-0.370571112	-0.402464566	-0.0776842	-0.128597276	0.03283655	-0.030105066	-0.377733294
Q96EU6	88745	RRP36	-0.604337226	-0.134393669	0.202136487	0.311497069	0.43452561	0.553228713	-0.680642451	0.128394175	-0.295700169	-0.388037398
Q96EU7	29071	C1GALT1C1	0.284173178	0.181891306	0.143878139	-0.207624314	-0.885581186	NA	-0.011858357	0.120503418	NA	NA
Q96EV2	155435	RBM33	-0.58365657	-0.19988178	-0.111484326	-0.258872348	-0.092226785	-0.348599582	-0.573420543	-0.039774116	-0.168275818	-0.478533217
Q96EV8	84062	DTNBP1	-0.254346545	-0.236157781	-0.856846092	-0.471112521	0.080261565	0.064924802	-0.091671214	-0.443055723	-0.324021669	-0.167341678
Q96EW2	79663	HSPBAP1	-0.41923819	-0.326918264	-1.016541546	0.026352978	-0.382813368	-0.11656301	-0.642203211	-0.523075994	-0.337082211	-0.011521598
Q96EX1	113444	SMIM12	0.499820272	0.5574118	0.463987084	0.480235291	0.348744159	0.400970718	0.438659488	0.523573962	0.377958225	0.150500857
Q96EX2	84900	RNFT2	-0.033132012	0.017474385	0.211641388	0.489921893	0.36353318	0.41171608	0.445868643	0.252318697	0.480366749	0.208561745
Q96EX3	89891	DYNC2I2	-0.208918881	-0.066524175	-0.329619246	-0.186354446	-0.164855757	-0.347081238	-0.434454407	-0.110401752	-0.130595048	-0.189789019
Q96EY1	9093	DNAJA3	0.541847964	0.497874575	0.519619727	0.533651893	0.446723328	0.510302373	0.530238312	0.505707469	0.404659155	0.522703171
Q96EY4	55319	TMA16	-0.089465518	-0.94391621	-0.865777941	-0.32363651	-0.618477006	-0.620187947	-0.612632412	-0.265838394	-0.855652321	-0.480602041
Q96EY5	93343	MVB12A	-0.437450389	-0.166151427	-0.016734119	-0.206021312	-0.524552864	-0.275345926	-0.035808662	-0.181952026	-0.118520879	-0.095473016
Q96EY7	55037	PTCD3	0.26729332	0.190123552	0.208479553	0.21977486	0.169336975	0.136160834	0.197374246	0.266058565	0.160564588	0.179519423
Q96EY8	326625	MMAB	0.667363948	0.578005976	0.420471174	0.686292813	0.199674799	0.301605217	0.359614809	0.573732562	0.635097815	0.465477838
Q96EY9	113179	ADAT3	-0.359502269	0.161245722	-0.268909454	-0.06295031	0.395541925	0.368665385	0.354312859	NA	-0.141609447	0.00856234
Q96EZ8	10445	MCRS1	-0.083975377	0.024997178	-0.20056361	-0.154725934	0.124711236	-0.070108232	-0.049762878	-0.012361818	-0.016772918	-0.440365527
Q96F07	26999	CYFIP2	1.070266694	0.874275726	0.906847623	0.837455252	0.861063715	1.009309888	0.867254731	0.955065322	0.893765428	0.926944004
Q96F10	112483	SAT2	0.22513017	-0.561744534	-0.002922868	0.256792684	-0.943622652	-0.293065013	-0.014259614	0.242890624	0.005072532	-0.041854768
Q96F15	55340	GIMAP5	-0.303826638	-1.21983581	-0.76892588	-0.171386697	-0.219433076	-0.411363785	-0.632899146	-0.839925345	-0.746134155	-0.23215156
Q96F24	29982	NRBF2	0.323549174	0.312950916	0.335251557	0.318524614	0.261176496	0.373801443	0.360086279	0.320136577	0.327368144	0.148785494
Q96F25	199857	ALG14	-0.099954397	-0.109954823	0.113617869	0.208660449	-0.136128631	-0.055887285	-0.142855892	NA	0.034023346	-0.038201484
Q96F44	81559	TRIM11	-0.065560491	-0.229260423	-0.777598795	0.422640439	0.369510288	0.296484684	0.329053255	0.327220322	0.115132842	0.099094054
Q96F45	84858	ZNF503	NA	-0.077345846	NA	NA	-0.012651747	-0.414501729	-0.131778169	0.521433868	-0.194940343	-0.083559861
Q96F46	23765	IL17RA	0.042854316	-0.427150932	-0.822700077	-0.117118483	-0.223738954	-0.633059352	-0.7280023	-0.130431484	-0.648642776	0.209063392
Q96F63	90324	CCDC97	-0.181845276	-0.159062757	-0.498554424	-0.155683036	0.021972536	-0.227712717	-0.048812499	-0.147651455	0.019904699	-0.234040362
Q96F85	25927	CNRIP1	0.847787334	0.76663904	0.731483274	1.050450674	0.843286269	0.676224417	0.698963252	0.818190063	0.746866508	0.841662811
Q96F86	80153	EDC3	0.024442858	0.068144608	0.089032312	0.06522883	0.104887833	0.08527753	0.089381814	0.051134318	0.142305626	-0.011635373
Q96FA3	57162	PELI1	-0.175130273	0.547472721	0.337974824	0.129132356	NA	-0.026066425	0.239172448	0.12698963	0.351414295	NA
Q96FC7	84457	PHYHIPL	0.531147162	0.494783394	0.548703107	0.415457736	0.542911778	0.696917271	0.580786998	0.549005792	0.44609488	0.331198665
Q96FE5	84894	LINGO1	0.855689055	0.774539384	0.723866007	0.68948733	0.912668389	1.128197277	0.598120292	0.711722639	1.074492432	0.844986333
Q96FE7	113791	PIK3IP1	0.367109317	0.150800902	0.408396834	0.535321714	0.542409481	0.605921023	0.581870788	0.380759107	0.218715748	0.523935277
Q96FF9	113130	CDCA5	-0.881728059	-2.046312947	-2.008158033	-0.376897165	-1.280803027	-0.554235082	-1.038251202	NA	NA	NA
Q96FH0	729991	BORCS8	0.347494613	0.322244808	0.325241825	0.363565309	0.338063497	0.237396231	0.746466464	0.399466041	0.379761078	0.220861843
Q96FJ0	57559	STAMBPL1	0.567669043	0.532768419	0.609147375	0.696317552	0.775697662	0.963047757	0.729877518	0.518933142	0.375533659	0.458063003
Q96FJ2	140735	DYNLL2	0.7498064	0.794695236	0.689163466	0.496976013	0.834060524	0.730388049	0.328141943	0.743453671	0.712090468	0.797461585
Q96FK6	112840	WDR89	-0.036797517	0.036817227	-0.281991957	-0.16924096	0.091238192	0.309551635	-0.268793354	-0.084112003	-0.217472309	-0.002436454
Q96FM1	93210	PGAP3	-0.294622861	-0.162787434	-0.101019892	0.026593113	-0.065773547	NA	NA	-0.487306654	-0.474406567	-0.410695164
Q96FN4	221184	CPNE2	-0.152919078	-0.127670458	-0.117593842	-0.303612696	-0.53142339	-0.106411249	-0.063093517	-0.336667562	-0.347851624	-0.374824381
Q96FN9	112487	DTD2	-0.272980797	-0.266291774	-0.343988555	0.275840917	NA	NA	0.046629773	-0.10090084	0.016404505	-0.119164611
Q96FQ6	140576	S100A16	-0.109330204	0.026407608	-0.334836193	-0.635808804	-0.19208917	-0.337364375	0.001097386	-0.472100165	-0.605163756	-0.722111912
Q96FS4	6494	SIPA1	-0.562085573	-0.462581097	-0.036749386	-0.412404261	-0.324894416	-0.130069417	-0.156034465	-0.328585197	-0.082055353	-0.146934379
Q96FT7	55515	ASIC4	0.036771606	0.431588222	0.08991189	0.235549672	NA	NA	-0.411639423	-0.277489005	-0.109950597	-0.677696206
Q96FT9	112752	IFT43	-0.632805816	-0.398213391	-0.445721531	-1.148907389	-0.011971181	-0.480018188	0.003160951	-0.477617118	-0.093212079	-0.284998666
Q96FV2	90507	SCRN2	0.240859232	0.286896917	0.350326379	0.170890683	-0.024326922	0.214045656	0.022814622	0.214096976	0.172354671	0.250228702
Q96FV9	9984	THOC1	-0.771204331	-0.46620153	-0.544297914	-0.530414588	-0.685719809	-0.97244666	-0.617873921	-0.441692885	-0.406651938	-0.636433542
Q96FW1	55611	OTUB1	0.337848203	0.308324394	0.512790926	0.288377346	0.344000174	0.419234896	0.421702212	0.28813874	0.378854683	0.449953175
Q96FX2	285381	DPH3	0.175914377	0.059088193	0.352902066	-0.113178806	0.040593292	0.267170284	0.077013451	0.248197918	0.389584267	0.404652975
Q96FX7	115708	TRMT61A	-0.363772646	-0.04427948	0.005376685	-0.253106387	-0.073475437	-0.030822265	0.079030231	-0.193967866	-0.546175251	-0.124882407
Q96FZ2	56941	HMCES	-0.167157106	-0.170355057	-0.082020551	-0.049934141	-0.053381769	-0.056895314	-0.144844652	-0.031981657	0.043766764	-0.056494544
Q96FZ7	79643	CHMP6	0.240345721	0.388570682	0.451696976	0.374884411	0.311388501	0.332838781	0.273345852	0.365999737	0.402176165	0.392095762
Q96G01	636	BICD1	-0.130393524	-0.212298585	-0.168727006	-0.111264672	-0.161758777	-0.267339499	-0.216423445	-0.0136381	0.079227106	-0.278196778
Q96G03	55276	PGM2	-0.910910492	-0.765165653	-0.857535322	-0.525408487	-0.863910028	-0.674713823	-0.602617198	-1.129526648	-0.569588091	-0.576293916
Q96G21	92856	IMP4	-0.420128477	-0.368252692	0.002963313	-0.204229675	-0.229077814	-0.347319322	-0.473177519	-0.130299281	-0.208963778	-0.132819295
Q96G23	29956	CERS2	-0.489869108	-0.627434044	-0.543656448	-0.982305796	-0.562939875	-0.283395996	-0.355933103	-0.585865156	-1.0368956	-1.035286255
Q96G25	112950	MED8	-0.396301398	-0.67392136	-0.288509806	-0.788972958	-0.247117267	-0.631972738	-0.223433319	-0.28705581	-0.424105235	-0.375649034
Q96G28	112942	CFAP36	0.18646659	0.333987305	0.13026953	0.474246525	0.266661223	0.235659421	0.256862975	0.148686437	0.210548226	0.157400201
Q96G46	56931	DUS3L	-0.290143547	-0.226086718	-0.269265767	-0.844378086	-0.39757757	-0.053134981	-0.539470103	-0.474006705	-0.152933426	-0.482358225
Q96G61	55190	NUDT11	-0.323886932	-0.157755731	-0.020148633	0.143953755	-0.04200819	0.13915799	-0.215957397	0.104932418	-0.011392495	0.148303743
Q96G74	55593	OTUD5	0.103638338	-0.198044133	0.148449284	0.137878878	0.208154913	0.271383787	0.410145145	0.142858716	NA	0.295553107
Q96G97	26580	BSCL2	0.998254493	0.714923761	0.731931555	0.78207634	0.625867252	0.544026444	0.590550614	0.891280404	0.743185477	0.430279943
Q96GA3	84946	LTV1	-0.305897585	-0.133822666	-0.193904244	-0.826883033	-0.505811634	-0.148596156	-0.31698788	-0.238198555	-0.522594865	-0.237033051
Q96GA7	113675	SDSL	-0.276853915	-0.132078026	-0.116581219	0.011324062	0.286193145	-0.190144278	-0.176821014	-0.04797612	0.023790179	0.056322456
Q96GC5	51642	MRPL48	0.24251645	0.084858236	0.217680154	0.047459802	0.094934012	-0.031750595	-0.081754938	0.125424645	-0.08007227	-0.095981768
Q96GC9	81671	VMP1	0.027810257	0.063321731	0.139990072	0.198841476	0.12483789	0.906369279	-0.287326802	0.365831371	0.031971171	0.158595398
Q96GD0	57026	PDXP	0.775398701	0.668227847	0.740237113	0.692306998	0.701740444	0.814357314	0.804898801	0.682501036	0.7607652	0.633185274
Q96GE9	90871	DMAC1	0.469384865	0.082588802	0.277258618	0.942903342	0.519261278	0.711667708	-0.152907799	0.10115574	0.392881126	0.259871591
Q96GF1	91445	RNF185	0.059547757	-0.205795872	-0.022490916	-0.156360654	-0.127592628	-0.285779967	-0.637528619	-0.354160453	-0.06998489	-0.194123853
Q96GG9	54165	DCUN1D1	0.287946935	0.10012179	0.102617064	0.172133031	0.207916632	0.320707377	0.231454467	0.17564653	0.037544127	0.121582845
Q96GI7	375061	FAM89A	0.128680991	-0.203442839	-0.203698482	-0.39461986	0.316492361	-0.274721368	0.199606416	NA	-0.246057742	-0.000336306
Q96GK7	51011	FAHD2A	0.313733078	0.312662435	0.437387538	0.531611116	0.511149996	0.293112469	0.316029748	0.508987564	0.299222629	0.380625834
Q96GM1	64748	PLPPR2	0.500004886	0.034364601	0.759492771	0.798001804	-1.468467302	-0.091291	0.334281219	NA	-0.292814336	0.403482208
Q96GM5	6602	SMARCD1	-0.013239551	0.115105108	-0.353960051	-0.077813026	0.046173458	-0.10125892	-0.203270425	-0.040293972	-0.107002876	-0.033421901
Q96GM8	114034	TOE1	0.090396398	-0.481327528	-0.204746948	-0.216925724	-0.326926511	-0.593164471	-0.199542549	-0.211663651	-1.056298418	-0.597021395
Q96GN5	55536	CDCA7L	-1.068175739	-0.252788107	-1.374370232	-0.174267226	-2.590023752	-1.705805742	-1.646781632	-0.368408767	-0.879452773	-1.169986146
Q96GP6	91179	SCARF2	-0.478767742	-0.138472242	-1.213624398	-0.262486652	0.372819727	-0.122905272	-0.164560243	-0.013369929	-0.206731122	-0.274695091
Q96GQ5	64755	RUSF1	0.52193688	0.475537417	0.529682424	0.628343259	0.54880112	0.428637121	0.378995059	0.440142625	0.428544914	0.4168323
Q96GQ7	55661	DDX27	-0.701052708	-0.508983836	-0.630811643	-0.314488366	-0.599808845	-0.276528999	-0.327888624	-0.294634744	-0.2032457	-0.252195398
Q96GR2	23205	ACSBG1	0.365494688	0.307902361	0.347176898	0.262704471	0.316623666	0.27675743	0.404895861	0.15882107	0.295052603	0.61166222
Q96GS4	54785	BORCS6	0.12778058	0.086357134	0.231506501	0.232283569	0.288390248	0.166845709	0.131273197	0.197882405	0.090723632	0.366204306
Q96GS6	81926	ABHD17A	0.375403205	0.522128795	0.348693838	0.337513844	0.333697602	0.376671871	0.473275697	0.424242111	0.698991077	1.842965084
Q96GW7	63827	BCAN	0.191804001	0.024647384	0.105100858	0.231021881	0.226128182	0.206946616	0.081529602	0.220197042	0.102293941	0.108097871
Q96GW9	92935	MARS2	0.460667908	0.419564714	0.601465441	0.475015257	0.293043991	0.601453039	0.407048967	0.514604351	0.522457566	0.505803771
Q96GX1	79867	TCTN2	-0.233419924	-0.180611406	0.184015386	0.001296874	0.003832831	-0.158500745	-0.258864404	-0.260543346	-0.27406155	0.171422274
Q96GX2	552889	ATXN7L3B	-0.02704852	0.213204668	0.338577577	0.216020943	0.125621265	-0.000491301	0.244699796	-0.043428054	0.029482653	-0.071397808
Q96GX5	84930	MASTL	0.164560219	0.541664886	0.251672578	-0.820972582	NA	-0.568676085	-0.391019269	-2.044522309	-0.059421423	-0.107079368
Q96GX9	51074	APIP	-0.195275044	0.224061292	-0.11362643	-0.001732597	0.111373687	0.043835624	-0.199024394	-1.00452671	-0.499394242	-0.144701112
Q96GY0	51101	ZC2HC1A	0.705097482	0.658877945	0.649348578	0.656045956	0.763173918	0.790658988	0.663285122	0.802911831	0.647941471	0.703765826
Q96GY3	55957	LIN37	0.294744169	0.603105286	0.270725678	0.105337806	0.060199026	-0.275511261	-0.396269314	-0.039654709	-0.738124894	-0.489078734
Q96GZ6	54946	SLC41A3	0.415178911	0.419740019	0.205065959	0.254141041	0.225400849	0.256655495	0.107590586	0.511407407	0.554291285	0.619795725
Q96H12	91283	MSANTD3	NA	0.207951743	0.235440905	-0.129680757	0.414907708	0.326556569	0.20620211	0.255104991	0.287384853	0.409682342
Q96H20	11267	SNF8	0.062835738	0.068036525	0.203888392	0.120746869	0.018096538	0.030779074	0.185584779	0.017001724	0.087211372	-0.089782896
Q96H35	92400	RBM18	-0.095228674	-0.307977841	0.002174051	-0.021262584	-0.22632106	0.081107975	0.127249198	0.159456195	-0.178058228	0.118143339
Q96H55	80179	MYO19	-3.506936566	NA	-0.437807467	-0.614075599	-0.407285827	0.182430028	-0.157566555	NA	-0.753836522	NA
Q96H79	92092	ZC3HAV1L	-0.464946375	-0.183600982	-0.532054331	0.054535952	-0.133364017	-0.5924401	-0.708200371	-0.206249885	-0.250133639	-1.140803713
Q96HA1	9883	POM121	-0.009703625	0.063559701	0.006174764	-0.385725336	0.04140987	0.355138991	-0.625772975	0.040100048	-0.134618993	-0.501560448
Q96HA7	4796	TONSL	-0.054458004	-0.300728116	-0.372485513	-0.113526782	0.204394357	-0.013726349	0.378816539	-0.662969422	-0.47495067	-0.742764876
Q96HA8	55093	NTAQ1	-0.098428927	0.078210397	0.096367801	0.011717208	0.196336991	0.218254252	0.46626713	0.219673711	NA	0.214088131
Q96HB5	90060	CCDC120	0.45801352	0.498734272	0.386345126	0.56867352	0.77163573	0.586824272	0.304585118	0.485665698	0.482623816	0.885561329
Q96HC4	10611	PDLIM5	-0.566840861	-0.738268336	-0.589925074	-0.250186892	-0.861849664	-0.866475483	-0.582569207	-1.220889354	-0.426164397	-0.66751396
Q96HD1	78987	CRELD1	0.605655031	0.640352288	0.627581495	0.66371157	0.608234709	0.522398525	0.503025177	0.644121164	0.595703531	0.651638766
Q96HD9	91703	ACY3	0.612050174	0.566855456	0.723034142	0.093874704	0.761901345	0.901291766	0.348126933	0.524482834	0.485138792	0.948551298
Q96HE7	30001	ERO1A	0.11257728	0.115527018	0.139869823	0.013652567	0.12337073	-0.075768267	-0.126004356	-0.038860627	0.240470595	0.086012352
Q96HF1	6423	SFRP2	-0.125238437	0.085291484	NA	-0.496976574	-0.023548227	-0.048899831	-0.166239302	NA	-0.214192189	-0.279709029
Q96HH4	92691	TMEM169	0.693302678	0.290070488	0.421363576	NA	0.086503993	0.667486143	0.193608261	0.985233585	NA	0.385759651
Q96HH6	55266	TMEM19	-0.34989034	-0.907775684	-0.977105045	-0.75624646	-0.675050807	-0.795502566	-1.186914245	-0.535516041	-0.609348313	-0.786272238
Q96HH9	65983	GRAMD2B	-0.144307994	-0.228825782	-0.479504433	-0.265408031	-0.082387606	-0.440760993	-0.187276106	-0.342186609	-0.559330717	-0.052010899
Q96HJ9	100996928	FMC1-LUC7L2	-0.049006555	NA	-0.20826314	-0.158931953	0.135476507	0.020996183	-0.087313328	-0.071054511	-0.228629497	-0.181956655
Q96HN2	23382	AHCYL2	0.309347624	0.330865971	0.15833235	0.197765774	0.298417852	0.248297253	0.22229848	0.21221192	0.251579094	0.389260719
Q96HP0	57572	DOCK6	-0.372754255	-0.215990071	-0.219359362	-0.161154547	-0.405842127	-0.927783742	-0.192620626	-0.141787312	-0.032740019	0.053085483
Q96HP4	92106	OXNAD1	0.377234145	0.385954473	0.161288744	0.401242879	0.22922241	0.417595823	0.570744045	0.359999214	0.368328594	0.387439048
Q96HQ2	91368	CDKN2AIPNL	-0.432156047	-0.661126611	-1.820774833	-2.018583915	-1.022268535	-0.659311132	-0.9184429	-0.631945692	-1.610323788	-1.524626728
Q96HR3	90390	MED30	-0.263885933	0.271264934	-0.311337469	-0.369372798	0.004404439	-0.001785101	0.109094864	-0.083970689	-0.083099423	-0.007547309
Q96HR8	92345	NAF1	-0.083346747	0.045139126	-0.218344907	-0.542450976	0.317063442	0.133462026	0.02877502	-0.22991684	-0.057202564	-0.125920146
Q96HR9	92840	REEP6	-0.166071115	-0.00783194	0.212298895	-0.083318478	-0.40312507	-0.443579073	0.139240876	-0.034268234	-0.321354998	0.032364961
Q96HS1	192111	PGAM5	0.405254803	0.343598703	0.42549436	0.346069474	0.301807388	0.402727765	0.402862261	0.364816835	0.433887163	0.395425832
Q96HU1	27352	SGSM3	0.099288423	0.342827855	0.015332142	1.076806014	0.597504186	0.579584683	-0.901113289	-0.166225152	0.394130195	0.102177809
Q96HU8	54769	DIRAS2	1.459274357	1.132276451	1.47615623	1.887187239	1.516222488	1.725483665	1.547791818	1.773892149	1.239784524	1.322148328
Q96HV5	90407	TMEM41A	0.031254321	0.256510924	0.076270637	0.083084331	0.011486054	NA	-0.443394433	0.010490738	-0.042681172	0.012667126
Q96HW7	92105	INTS4	-0.138902034	-0.346938934	-0.12250747	-0.209781102	-0.511526343	-0.230740639	-0.254306611	-0.098746554	-0.048314275	-0.228375466
Q96HY6	65992	DDRGK1	-0.08867981	-0.156493173	-0.043553658	-0.166504259	0.012221056	-0.121290424	-0.180302139	-0.251669001	0.013797659	-0.556726294
Q96HY7	55526	DHTKD1	0.133049383	0.203621562	-0.063882982	-0.04173397	-0.210558156	-0.259629794	0.063083041	0.219560987	-0.00143678	0.220328153
Q96I15	51540	SCLY	0.196647713	0.115202635	0.111052911	0.043669828	0.152274756	0.166603707	0.284124221	0.074084249	0.244625127	0.10549805
Q96I23	100996939	PYURF	0.569115966	0.449101186	0.406920911	0.527551226	1.101666147	0.367395055	0.241021557	0.537817207	0.576466855	0.396465251
Q96I24	8939	FUBP3	-0.955781274	-0.877806317	-0.975491901	-1.232444726	-0.465881575	-0.750506871	-1.065062978	-1.115650099	-0.708487565	-0.641289846
